Date,Category,Quantity,UniqueItemCount,Net sales,Gross sales
2022-09-06,Signature Based,4.0,3,0.0,0.0
2022-09-06,Snack,5.0,4,0.0,0.0
2022-09-06,Tea Based,4.0,3,0.0,0.0
2022-09-07,Coffee Based,1.0,1,0.0,0.0
2022-09-07,Main Course,1.0,1,0.0,0.0
2022-09-07,Other,1.0,1,0.0,0.0
2022-09-07,Signature Based,2.0,2,0.0,0.0
2022-09-07,Tea Based,2.0,2,0.0,0.0
2022-09-08,Coffee Based,9.0,3,0.0,0.0
2022-09-08,Espresso Based,1.0,1,0.0,0.0
2022-09-08,Main Course,1.0,1,0.0,0.0
2022-09-08,Mie,4.0,2,0.0,0.0
2022-09-08,Milk Based,2.0,2,0.0,0.0
2022-09-08,Signature Based,5.0,4,0.0,0.0
2022-09-08,Snack,3.0,2,0.0,0.0
2022-09-08,Tea Based,3.0,3,0.0,0.0
2022-09-09,Artisan Tea,2.0,1,0.0,0.0
2022-09-09,Coffee Based,8.0,2,0.0,0.0
2022-09-09,Espresso Based,3.0,1,0.0,0.0
2022-09-09,Main Course,4.0,2,0.0,0.0
2022-09-09,Mie,10.0,2,0.0,0.0
2022-09-09,Milk Based,2.0,2,0.0,0.0
2022-09-09,Other,2.0,1,0.0,0.0
2022-09-09,Signature,4.0,2,0.0,0.0
2022-09-09,Signature Based,12.0,5,0.0,0.0
2022-09-09,Snack,10.0,5,0.0,0.0
2022-09-09,Tea Based,6.0,4,0.0,0.0
2022-09-10,Artisan Tea,1.0,1,0.0,0.0
2022-09-10,Coffee Based,8.0,3,0.0,0.0
2022-09-10,Espresso Based,1.0,1,0.0,0.0
2022-09-10,Main Course,3.0,2,0.0,0.0
2022-09-10,Mie,2.0,2,0.0,0.0
2022-09-10,Milk Based,1.0,1,0.0,0.0
2022-09-10,Signature Based,8.0,4,0.0,0.0
2022-09-10,Snack,9.0,3,0.0,0.0
2022-09-10,Tea Based,3.0,3,0.0,0.0
2022-09-10,Toast,1.0,1,0.0,0.0
2022-09-11,Artisan Tea,1.0,1,0.0,0.0
2022-09-11,Coffee Based,3.0,2,0.0,0.0
2022-09-11,Espresso Based,1.0,1,0.0,0.0
2022-09-11,Main Course,1.0,1,0.0,0.0
2022-09-11,Milk Based,9.0,4,0.0,0.0
2022-09-11,Signature,3.0,3,0.0,0.0
2022-09-11,Signature Based,3.0,2,0.0,0.0
2022-09-11,Snack,7.0,5,0.0,0.0
2022-09-11,Tea Based,3.0,3,0.0,0.0
2022-09-11,Toast,1.0,1,0.0,0.0
2022-09-12,Artisan Tea,1.0,1,0.0,0.0
2022-09-12,Coffee Based,2.0,2,0.0,0.0
2022-09-12,Mie,3.0,1,0.0,0.0
2022-09-12,Other,1.0,1,0.0,0.0
2022-09-12,Signature Based,5.0,4,0.0,0.0
2022-09-12,Snack,2.0,2,0.0,0.0
2022-09-12,Tea Based,2.0,2,0.0,0.0
2022-09-12,Toast,1.0,1,0.0,0.0
2022-09-13,Coffee Based,5.0,2,0.0,0.0
2022-09-13,Espresso Based,4.0,1,0.0,0.0
2022-09-13,Milk Based,1.0,1,0.0,0.0
2022-09-13,Signature Based,3.0,2,0.0,0.0
2022-09-13,Snack,1.0,1,0.0,0.0
2022-09-13,Toast,1.0,1,0.0,0.0
2022-09-14,Coffee Based,4.0,1,0.0,0.0
2022-09-14,Espresso Based,1.0,1,0.0,0.0
2022-09-14,Main Course,1.0,1,0.0,0.0
2022-09-14,Milk Based,1.0,1,0.0,0.0
2022-09-14,Signature Based,4.0,2,0.0,0.0
2022-09-14,Snack,1.0,1,0.0,0.0
2022-09-14,Tea Based,1.0,1,0.0,0.0
2022-09-15,Coffee Based,4.0,1,0.0,0.0
2022-09-15,Espresso Based,1.0,1,0.0,0.0
2022-09-15,Main Course,1.0,1,0.0,0.0
2022-09-15,Milk Based,2.0,2,0.0,0.0
2022-09-15,Signature Based,9.0,5,0.0,0.0
2022-09-15,Snack,6.0,4,0.0,0.0
2022-09-15,Tea Based,5.0,3,0.0,0.0
2022-09-15,Toast,1.0,1,0.0,0.0
2022-09-16,Coffee Based,3.0,2,0.0,0.0
2022-09-16,Mie,2.0,1,0.0,0.0
2022-09-16,Signature Based,3.0,2,0.0,0.0
2022-09-16,Snack,2.0,2,0.0,0.0
2022-09-16,Tea Based,2.0,1,0.0,0.0
2022-09-16,Toast,2.0,1,0.0,0.0
2022-09-17,Coffee Based,6.0,3,0.0,0.0
2022-09-17,Espresso Based,2.0,2,0.0,0.0
2022-09-17,Milk Based,7.0,3,0.0,0.0
2022-09-17,Other,1.0,1,0.0,0.0
2022-09-17,Signature Based,10.0,5,0.0,0.0
2022-09-17,Snack,3.0,2,0.0,0.0
2022-09-17,Tea Based,5.0,1,0.0,0.0
2022-09-17,Toast,2.0,2,0.0,0.0
2022-09-18,Artisan Tea,1.0,1,0.0,0.0
2022-09-18,Coffee Based,6.0,2,0.0,0.0
2022-09-18,Espresso Based,2.0,2,0.0,0.0
2022-09-18,Signature Based,3.0,2,0.0,0.0
2022-09-18,Snack,1.0,1,0.0,0.0
2022-09-18,Tea Based,3.0,2,0.0,0.0
2022-09-18,Toast,1.0,1,0.0,0.0
2022-09-19,Coffee Based,3.0,3,0.0,0.0
2022-09-19,Mie,1.0,1,0.0,0.0
2022-09-19,Milk Based,2.0,1,0.0,0.0
2022-09-19,Signature,2.0,1,0.0,0.0
2022-09-19,Signature Based,9.0,4,0.0,0.0
2022-09-19,Snack,6.0,3,0.0,0.0
2022-09-19,Tea Based,2.0,2,0.0,0.0
2022-09-20,Artisan Tea,1.0,1,0.0,0.0
2022-09-20,Coffee Based,10.0,3,0.0,0.0
2022-09-20,Main Course,1.0,1,0.0,0.0
2022-09-20,Milk Based,10.0,5,0.0,0.0
2022-09-20,Other,1.0,1,0.0,0.0
2022-09-20,Signature Based,5.0,4,0.0,0.0
2022-09-20,Snack,8.0,4,0.0,0.0
2022-09-20,Tea Based,3.0,2,0.0,0.0
2022-09-20,Toast,2.0,2,0.0,0.0
2022-09-21,Artisan Tea,4.0,2,0.0,0.0
2022-09-21,Coffee Based,3.0,3,0.0,0.0
2022-09-21,Espresso Based,2.0,2,0.0,0.0
2022-09-21,Mie,3.0,2,0.0,0.0
2022-09-21,Milk Based,2.0,2,0.0,0.0
2022-09-21,Signature Based,6.0,4,0.0,0.0
2022-09-21,Snack,6.0,5,0.0,0.0
2022-09-21,Tea Based,2.0,2,0.0,0.0
2022-09-21,Toast,3.0,3,0.0,0.0
2022-09-22,Artisan Tea,1.0,1,0.0,0.0
2022-09-22,Coffee Based,4.0,2,0.0,0.0
2022-09-22,Main Course,2.0,2,0.0,0.0
2022-09-22,Mie,3.0,2,0.0,0.0
2022-09-22,Milk Based,1.0,1,0.0,0.0
2022-09-22,Other,3.0,1,0.0,0.0
2022-09-22,Signature Based,2.0,1,0.0,0.0
2022-09-22,Snack,2.0,2,0.0,0.0
2022-09-22,Tea Based,2.0,2,0.0,0.0
2022-09-23,Artisan Tea,5.0,1,0.0,0.0
2022-09-23,Coffee Based,7.0,2,0.0,0.0
2022-09-23,Espresso Based,1.0,1,0.0,0.0
2022-09-23,Milk Based,2.0,2,0.0,0.0
2022-09-23,Other,1.0,1,0.0,0.0
2022-09-23,Signature Based,5.0,2,0.0,0.0
2022-09-23,Snack,6.0,4,0.0,0.0
2022-09-23,Tea Based,1.0,1,0.0,0.0
2022-09-23,Toast,1.0,1,0.0,0.0
2022-09-24,Artisan Tea,2.0,2,0.0,0.0
2022-09-24,Coffee Based,9.0,3,0.0,0.0
2022-09-24,Milk Based,5.0,3,0.0,0.0
2022-09-24,Other,1.0,1,0.0,0.0
2022-09-24,Signature,1.0,1,0.0,0.0
2022-09-24,Signature Based,5.0,2,0.0,0.0
2022-09-24,Snack,5.0,3,0.0,0.0
2022-09-24,Tea Based,6.0,4,0.0,0.0
2022-09-24,Toast,3.0,3,0.0,0.0
2022-09-25,Coffee Based,3.0,1,0.0,0.0
2022-09-25,Main Course,2.0,2,0.0,0.0
2022-09-25,Mie,2.0,1,0.0,0.0
2022-09-25,Milk Based,5.0,4,0.0,0.0
2022-09-25,Signature Based,8.0,4,0.0,0.0
2022-09-25,Snack,3.0,2,0.0,0.0
2022-09-25,Tea Based,5.0,3,0.0,0.0
2022-09-26,Artisan Tea,1.0,1,0.0,0.0
2022-09-26,Coffee Based,3.0,2,0.0,0.0
2022-09-26,Espresso Based,1.0,1,0.0,0.0
2022-09-26,Main Course,2.0,1,0.0,0.0
2022-09-26,Mie,4.0,1,0.0,0.0
2022-09-26,Signature Based,9.0,5,0.0,0.0
2022-09-26,Snack,7.0,4,0.0,0.0
2022-09-27,Artisan Tea,1.0,1,0.0,0.0
2022-09-27,Coffee Based,10.0,2,0.0,0.0
2022-09-27,Mie,1.0,1,0.0,0.0
2022-09-27,Signature Based,1.0,1,0.0,0.0
2022-09-27,Snack,1.0,1,0.0,0.0
2022-09-27,Tea Based,3.0,2,0.0,0.0
2022-09-28,Coffee Based,5.0,3,0.0,0.0
2022-09-28,Espresso Based,1.0,1,0.0,0.0
2022-09-28,Main Course,4.0,2,0.0,0.0
2022-09-28,Mie,4.0,2,0.0,0.0
2022-09-28,Milk Based,2.0,2,0.0,0.0
2022-09-28,Other,3.0,1,0.0,0.0
2022-09-28,Signature Based,4.0,2,0.0,0.0
2022-09-28,Snack,3.0,2,0.0,0.0
2022-09-28,Tea Based,3.0,2,0.0,0.0
2022-09-29,Coffee Based,2.0,1,0.0,0.0
2022-09-29,Espresso Based,1.0,1,0.0,0.0
2022-09-29,Main Course,1.0,1,0.0,0.0
2022-09-29,Mie,2.0,1,0.0,0.0
2022-09-29,Signature Based,6.0,3,0.0,0.0
2022-09-29,Snack,3.0,2,0.0,0.0
2022-09-29,Tea Based,3.0,1,0.0,0.0
2022-09-30,Coffee Based,11.0,3,0.0,0.0
2022-09-30,Espresso Based,3.0,3,0.0,0.0
2022-09-30,Mie,5.0,1,0.0,0.0
2022-09-30,Milk Based,7.0,4,0.0,0.0
2022-09-30,Other,2.0,1,0.0,0.0
2022-09-30,Snack,2.0,2,0.0,0.0
2022-09-30,Tea Based,3.0,3,0.0,0.0
2022-09-30,Toast,2.0,2,0.0,0.0
2022-10-01,Artisan Tea,1.0,1,0.0,0.0
2022-10-01,Coffee Based,5.0,2,0.0,0.0
2022-10-01,Espresso Based,1.0,1,0.0,0.0
2022-10-01,Main Course,2.0,2,0.0,0.0
2022-10-01,Mie,3.0,2,0.0,0.0
2022-10-01,Milk Based,2.0,2,0.0,0.0
2022-10-01,Signature Based,10.0,4,0.0,0.0
2022-10-01,Snack,1.0,1,0.0,0.0
2022-10-01,Tea Based,3.0,2,0.0,0.0
2022-10-01,Toast,1.0,1,0.0,0.0
2022-10-02,Coffee Based,4.0,2,0.0,0.0
2022-10-02,Signature Based,3.0,3,0.0,0.0
2022-10-02,Toast,2.0,2,0.0,0.0
2022-10-03,Coffee Based,5.0,3,0.0,0.0
2022-10-03,Main Course,1.0,1,0.0,0.0
2022-10-03,Signature Based,3.0,2,0.0,0.0
2022-10-03,Toast,1.0,1,0.0,0.0
2022-10-04,Coffee Based,6.0,3,0.0,0.0
2022-10-04,Espresso Based,1.0,1,0.0,0.0
2022-10-04,Milk Based,1.0,1,0.0,0.0
2022-10-04,Signature Based,3.0,1,0.0,0.0
2022-10-04,Snack,4.0,3,0.0,0.0
2022-10-04,Tea Based,3.0,2,0.0,0.0
2022-10-04,Toast,1.0,1,0.0,0.0
2022-10-05,Artisan Tea,2.0,2,0.0,0.0
2022-10-05,Coffee Based,5.0,3,0.0,0.0
2022-10-05,Espresso Based,1.0,1,0.0,0.0
2022-10-05,Mie,7.0,2,0.0,0.0
2022-10-05,Other,2.0,1,0.0,0.0
2022-10-05,Signature Based,10.0,4,0.0,0.0
2022-10-05,Snack,3.0,3,0.0,0.0
2022-10-05,Tea Based,3.0,1,0.0,0.0
2022-10-05,Toast,1.0,1,0.0,0.0
2022-10-06,Coffee Based,11.0,3,0.0,0.0
2022-10-06,Espresso Based,1.0,1,0.0,0.0
2022-10-06,Main Course,1.0,1,0.0,0.0
2022-10-06,Mie,7.0,2,0.0,0.0
2022-10-06,Milk Based,4.0,2,0.0,0.0
2022-10-06,Other,3.0,1,0.0,0.0
2022-10-06,Signature,3.0,1,0.0,0.0
2022-10-06,Signature Based,5.0,3,0.0,0.0
2022-10-06,Snack,3.0,3,0.0,0.0
2022-10-06,Tea Based,1.0,1,0.0,0.0
2022-10-07,Coffee Based,3.0,2,0.0,0.0
2022-10-07,Signature Based,2.0,2,0.0,0.0
2022-10-07,Snack,1.0,1,0.0,0.0
2022-10-07,Tea Based,1.0,1,0.0,0.0
2022-10-08,Coffee Based,5.0,2,0.0,0.0
2022-10-08,Main Course,2.0,2,0.0,0.0
2022-10-08,Mie,1.0,1,0.0,0.0
2022-10-08,Milk Based,3.0,3,0.0,0.0
2022-10-08,Other,3.0,1,0.0,0.0
2022-10-08,Signature,2.0,2,0.0,0.0
2022-10-08,Signature Based,7.0,5,0.0,0.0
2022-10-08,Snack,5.0,4,0.0,0.0
2022-10-08,Tea Based,3.0,2,0.0,0.0
2022-10-09,Coffee Based,7.0,2,0.0,0.0
2022-10-09,Main Course,2.0,2,0.0,0.0
2022-10-09,Mie,1.0,1,0.0,0.0
2022-10-09,Milk Based,2.0,2,0.0,0.0
2022-10-09,Other,1.0,1,0.0,0.0
2022-10-09,Signature Based,1.0,1,0.0,0.0
2022-10-09,Snack,2.0,2,0.0,0.0
2022-10-09,Tea Based,2.0,1,0.0,0.0
2022-10-10,Artisan Tea,1.0,1,0.0,0.0
2022-10-10,Coffee Based,3.0,2,0.0,0.0
2022-10-10,Main Course,2.0,2,0.0,0.0
2022-10-10,Mie,3.0,2,0.0,0.0
2022-10-10,Milk Based,3.0,1,0.0,0.0
2022-10-10,Signature Based,4.0,2,0.0,0.0
2022-10-10,Snack,2.0,1,0.0,0.0
2022-10-11,Artisan Tea,2.0,1,0.0,0.0
2022-10-11,Coffee Based,7.0,1,0.0,0.0
2022-10-11,Main Course,2.0,1,0.0,0.0
2022-10-11,Mie,2.0,1,0.0,0.0
2022-10-11,Milk Based,2.0,2,0.0,0.0
2022-10-11,Signature,1.0,1,0.0,0.0
2022-10-11,Signature Based,4.0,3,0.0,0.0
2022-10-11,Snack,4.0,4,0.0,0.0
2022-10-11,Tea Based,2.0,2,0.0,0.0
2022-10-12,Artisan Tea,1.0,1,0.0,0.0
2022-10-12,Coffee Based,3.0,1,0.0,0.0
2022-10-12,Other,1.0,1,0.0,0.0
2022-10-12,Signature,2.0,1,0.0,0.0
2022-10-12,Signature Based,2.0,2,0.0,0.0
2022-10-12,Snack,1.0,1,0.0,0.0
2022-10-12,Tea Based,9.0,4,0.0,0.0
2022-10-13,Coffee Based,3.0,3,0.0,0.0
2022-10-13,Mie,3.0,2,0.0,0.0
2022-10-13,Milk Based,5.0,3,0.0,0.0
2022-10-13,Other,1.0,1,0.0,0.0
2022-10-13,Signature Based,7.0,5,0.0,0.0
2022-10-13,Snack,5.0,3,0.0,0.0
2022-10-13,Tea Based,1.0,1,0.0,0.0
2022-10-14,Artisan Tea,1.0,1,0.0,0.0
2022-10-14,Coffee Based,6.0,3,0.0,0.0
2022-10-14,Espresso Based,4.0,4,0.0,0.0
2022-10-14,Main Course,3.0,2,0.0,0.0
2022-10-14,Milk Based,4.0,4,0.0,0.0
2022-10-14,Signature,1.0,1,0.0,0.0
2022-10-14,Signature Based,8.0,4,0.0,0.0
2022-10-14,Snack,8.0,5,0.0,0.0
2022-10-14,Tea Based,4.0,3,0.0,0.0
2022-10-15,Artisan Tea,1.0,1,0.0,0.0
2022-10-15,Coffee Based,10.0,3,0.0,0.0
2022-10-15,Espresso Based,3.0,3,0.0,0.0
2022-10-15,Mie,1.0,1,0.0,0.0
2022-10-15,Milk Based,8.0,3,0.0,0.0
2022-10-15,Other,3.0,1,0.0,0.0
2022-10-15,Signature,1.0,1,0.0,0.0
2022-10-15,Signature Based,13.0,7,0.0,0.0
2022-10-15,Snack,2.0,2,0.0,0.0
2022-10-15,Tea Based,2.0,2,0.0,0.0
2022-10-16,Coffee Based,6.0,3,0.0,0.0
2022-10-16,Espresso Based,4.0,2,0.0,0.0
2022-10-16,Milk Based,6.0,4,0.0,0.0
2022-10-16,Other,1.0,1,0.0,0.0
2022-10-16,Signature,2.0,2,0.0,0.0
2022-10-16,Signature Based,7.0,4,0.0,0.0
2022-10-16,Snack,8.0,5,0.0,0.0
2022-10-16,Tea Based,3.0,3,0.0,0.0
2022-10-17,Artisan Tea,5.0,1,0.0,0.0
2022-10-17,Coffee Based,6.0,3,0.0,0.0
2022-10-17,Espresso Based,1.0,1,0.0,0.0
2022-10-17,Main Course,9.0,4,0.0,0.0
2022-10-17,Mie,7.0,2,0.0,0.0
2022-10-17,Milk Based,3.0,3,0.0,0.0
2022-10-17,Signature Based,17.0,6,0.0,0.0
2022-10-17,Snack,6.0,3,0.0,0.0
2022-10-17,Tea Based,12.0,5,0.0,0.0
2022-10-17,Toast,3.0,1,0.0,0.0
2022-10-18,Coffee Based,11.0,3,0.0,0.0
2022-10-18,Espresso Based,1.0,1,0.0,0.0
2022-10-18,Main Course,1.0,1,0.0,0.0
2022-10-18,Mie,1.0,1,0.0,0.0
2022-10-18,Other,1.0,1,0.0,0.0
2022-10-18,Signature Based,5.0,3,0.0,0.0
2022-10-18,Snack,3.0,1,0.0,0.0
2022-10-18,Tea Based,4.0,3,0.0,0.0
2022-10-18,Toast,1.0,1,0.0,0.0
2022-10-19,Coffee Based,6.0,3,0.0,0.0
2022-10-19,Espresso Based,1.0,1,0.0,0.0
2022-10-19,Mie,1.0,1,0.0,0.0
2022-10-19,Milk Based,3.0,3,0.0,0.0
2022-10-19,Other,1.0,1,0.0,0.0
2022-10-19,Signature Based,2.0,2,0.0,0.0
2022-10-19,Snack,1.0,1,0.0,0.0
2022-10-19,Tea Based,2.0,2,0.0,0.0
2022-10-20,Coffee Based,1.0,1,0.0,0.0
2022-10-20,Main Course,3.0,1,0.0,0.0
2022-10-20,Mie,1.0,1,0.0,0.0
2022-10-20,Milk Based,2.0,2,0.0,0.0
2022-10-20,Other,1.0,1,0.0,0.0
2022-10-20,Signature Based,8.0,4,0.0,0.0
2022-10-20,Snack,2.0,1,0.0,0.0
2022-10-20,Tea Based,3.0,3,0.0,0.0
2022-10-21,Coffee Based,6.0,2,0.0,0.0
2022-10-21,Espresso Based,4.0,4,0.0,0.0
2022-10-21,Mie,3.0,2,0.0,0.0
2022-10-21,Other,3.0,1,0.0,0.0
2022-10-21,Signature Based,2.0,2,0.0,0.0
2022-10-21,Snack,2.0,1,0.0,0.0
2022-10-21,Tea Based,3.0,2,0.0,0.0
2022-10-22,Coffee Based,7.0,3,0.0,0.0
2022-10-22,Espresso Based,1.0,1,0.0,0.0
2022-10-22,Main Course,1.0,1,0.0,0.0
2022-10-22,Milk Based,3.0,3,0.0,0.0
2022-10-22,Snack,2.0,1,0.0,0.0
2022-10-22,Tea Based,4.0,3,0.0,0.0
2022-10-23,Coffee Based,5.0,2,0.0,0.0
2022-10-23,Espresso Based,3.0,3,0.0,0.0
2022-10-23,Main Course,3.0,2,0.0,0.0
2022-10-23,Mie,1.0,1,0.0,0.0
2022-10-23,Milk Based,2.0,2,0.0,0.0
2022-10-23,Other,4.0,1,0.0,0.0
2022-10-23,Signature Based,1.0,1,0.0,0.0
2022-10-23,Snack,2.0,2,0.0,0.0
2022-10-23,Tea Based,1.0,1,0.0,0.0
2022-10-23,Toast,2.0,1,0.0,0.0
2022-10-24,Coffee Based,5.0,1,0.0,0.0
2022-10-24,Main Course,8.0,1,0.0,0.0
2022-10-24,Mie,6.0,2,0.0,0.0
2022-10-24,Milk Based,5.0,3,0.0,0.0
2022-10-24,Signature Based,11.0,2,0.0,0.0
2022-10-24,Snack,2.0,2,0.0,0.0
2022-10-24,Tea Based,6.0,4,0.0,0.0
2022-10-24,Toast,2.0,2,0.0,0.0
2022-10-25,Coffee Based,3.0,2,0.0,0.0
2022-10-25,Mie,2.0,1,0.0,0.0
2022-10-25,Milk Based,4.0,2,0.0,0.0
2022-10-25,Signature,3.0,1,0.0,0.0
2022-10-25,Signature Based,3.0,2,0.0,0.0
2022-10-25,Snack,3.0,2,0.0,0.0
2022-10-25,Tea Based,7.0,3,0.0,0.0
2022-10-25,Toast,1.0,1,0.0,0.0
2022-10-26,Coffee Based,3.0,2,0.0,0.0
2022-10-26,Espresso Based,2.0,2,0.0,0.0
2022-10-26,Main Course,2.0,2,0.0,0.0
2022-10-26,Mie,1.0,1,0.0,0.0
2022-10-26,Milk Based,4.0,3,0.0,0.0
2022-10-26,Other,1.0,1,0.0,0.0
2022-10-26,Signature Based,10.0,5,0.0,0.0
2022-10-26,Snack,5.0,4,0.0,0.0
2022-10-26,Tea Based,3.0,1,0.0,0.0
2022-10-26,Toast,3.0,2,0.0,0.0
2022-10-27,Coffee Based,3.0,2,0.0,0.0
2022-10-27,Espresso Based,1.0,1,0.0,0.0
2022-10-27,Mie,1.0,1,0.0,0.0
2022-10-27,Milk Based,3.0,2,0.0,0.0
2022-10-27,Signature Based,1.0,1,0.0,0.0
2022-10-27,Snack,1.0,1,0.0,0.0
2022-10-27,Tea Based,8.0,3,0.0,0.0
2022-10-28,Coffee Based,7.0,2,0.0,0.0
2022-10-28,Espresso Based,2.0,2,0.0,0.0
2022-10-28,Main Course,7.0,3,0.0,0.0
2022-10-28,Mie,6.0,2,0.0,0.0
2022-10-28,Milk Based,4.0,2,0.0,0.0
2022-10-28,Other,3.0,1,0.0,0.0
2022-10-28,Signature Based,6.0,2,0.0,0.0
2022-10-28,Tea Based,11.0,5,0.0,0.0
2022-10-28,Toast,1.0,1,0.0,0.0
2022-10-29,Coffee Based,9.0,3,0.0,0.0
2022-10-29,Espresso Based,4.0,2,0.0,0.0
2022-10-29,Main Course,5.0,3,0.0,0.0
2022-10-29,Mie,3.0,2,0.0,0.0
2022-10-29,Milk Based,4.0,2,0.0,0.0
2022-10-29,Other,2.0,1,0.0,0.0
2022-10-29,Signature,1.0,1,0.0,0.0
2022-10-29,Signature Based,15.0,6,0.0,0.0
2022-10-29,Snack,10.0,4,0.0,0.0
2022-10-29,Tea Based,14.0,5,0.0,0.0
2022-10-29,Toast,3.0,2,0.0,0.0
2022-10-30,Coffee Based,7.0,3,0.0,0.0
2022-10-30,Espresso Based,2.0,2,0.0,0.0
2022-10-30,Mie,2.0,1,0.0,0.0
2022-10-30,Milk Based,5.0,4,0.0,0.0
2022-10-30,Other,1.0,1,0.0,0.0
2022-10-30,Signature,1.0,1,0.0,0.0
2022-10-30,Signature Based,9.0,4,0.0,0.0
2022-10-30,Snack,4.0,2,0.0,0.0
2022-10-30,Tea Based,4.0,3,0.0,0.0
2022-10-30,Toast,4.0,2,0.0,0.0
2022-10-31,Coffee Based,3.0,2,0.0,0.0
2022-10-31,Espresso Based,1.0,1,0.0,0.0
2022-10-31,Milk Based,1.0,1,0.0,0.0
2022-10-31,Signature Based,11.0,6,0.0,0.0
2022-10-31,Snack,6.0,3,0.0,0.0
2022-10-31,Tea Based,7.0,3,0.0,0.0
2022-10-31,Toast,1.0,1,0.0,0.0
2022-11-01,Coffee Based,3.0,2,0.0,0.0
2022-11-01,Main Course,1.0,1,0.0,0.0
2022-11-01,Mie,1.0,1,0.0,0.0
2022-11-01,Milk Based,1.0,1,0.0,0.0
2022-11-01,Other,1.0,1,0.0,0.0
2022-11-01,Signature Based,4.0,3,0.0,0.0
2022-11-01,Snack,4.0,3,0.0,0.0
2022-11-01,Tea Based,4.0,3,0.0,0.0
2022-11-02,Artisan Tea,2.0,1,0.0,0.0
2022-11-02,Coffee Based,5.0,3,0.0,0.0
2022-11-02,Espresso Based,2.0,2,0.0,0.0
2022-11-02,Mie,2.0,2,0.0,0.0
2022-11-02,Milk Based,1.0,1,0.0,0.0
2022-11-02,Signature Based,4.0,3,0.0,0.0
2022-11-02,Snack,1.0,1,0.0,0.0
2022-11-02,Tea Based,7.0,4,0.0,0.0
2022-11-02,Toast,1.0,1,0.0,0.0
2022-11-03,Coffee Based,14.0,3,0.0,0.0
2022-11-03,Espresso Based,2.0,2,0.0,0.0
2022-11-03,Main Course,3.0,2,0.0,0.0
2022-11-03,Mie,7.0,1,0.0,0.0
2022-11-03,Milk Based,1.0,1,0.0,0.0
2022-11-03,Other,5.0,1,0.0,0.0
2022-11-03,Signature Based,10.0,5,0.0,0.0
2022-11-03,Snack,8.0,4,0.0,0.0
2022-11-03,Tea Based,9.0,4,0.0,0.0
2022-11-03,Toast,2.0,1,0.0,0.0
2022-11-04,Artisan Tea,1.0,1,0.0,0.0
2022-11-04,Coffee Based,7.0,3,0.0,0.0
2022-11-04,Espresso Based,4.0,4,0.0,0.0
2022-11-04,Main Course,2.0,2,0.0,0.0
2022-11-04,Mie,1.0,1,0.0,0.0
2022-11-04,Milk Based,7.0,4,0.0,0.0
2022-11-04,Signature Based,5.0,4,0.0,0.0
2022-11-04,Snack,4.0,3,0.0,0.0
2022-11-04,Tea Based,3.0,2,0.0,0.0
2022-11-04,Toast,1.0,1,0.0,0.0
2022-11-05,Coffee Based,3.0,2,0.0,0.0
2022-11-05,Espresso Based,7.0,4,0.0,0.0
2022-11-05,Main Course,1.0,1,0.0,0.0
2022-11-05,Mie,1.0,1,0.0,0.0
2022-11-05,Milk Based,2.0,1,0.0,0.0
2022-11-05,Toast,1.0,1,0.0,0.0
2022-11-06,Coffee Based,3.0,2,0.0,0.0
2022-11-06,Espresso Based,1.0,1,0.0,0.0
2022-11-06,Milk Based,1.0,1,0.0,0.0
2022-11-06,Signature Based,5.0,4,0.0,0.0
2022-11-06,Snack,1.0,1,0.0,0.0
2022-11-06,Tea Based,2.0,2,0.0,0.0
2022-11-07,Coffee Based,11.0,2,0.0,0.0
2022-11-07,Mie,4.0,2,0.0,0.0
2022-11-07,Milk Based,2.0,2,0.0,0.0
2022-11-07,Other,2.0,1,0.0,0.0
2022-11-07,Signature Based,8.0,4,0.0,0.0
2022-11-07,Snack,2.0,2,0.0,0.0
2022-11-07,Tea Based,1.0,1,0.0,0.0
2022-11-08,Artisan Tea,1.0,1,0.0,0.0
2022-11-08,Coffee Based,7.0,3,0.0,0.0
2022-11-08,Main Course,2.0,1,0.0,0.0
2022-11-08,Mie,2.0,1,0.0,0.0
2022-11-08,Milk Based,1.0,1,0.0,0.0
2022-11-08,Other,1.0,1,0.0,0.0
2022-11-08,Signature,1.0,1,0.0,0.0
2022-11-08,Signature Based,9.0,4,0.0,0.0
2022-11-08,Snack,4.0,2,0.0,0.0
2022-11-08,Tea Based,4.0,3,0.0,0.0
2022-11-09,Coffee Based,11.0,2,0.0,0.0
2022-11-09,Espresso Based,6.0,5,0.0,0.0
2022-11-09,Main Course,1.0,1,0.0,0.0
2022-11-09,Mie,1.0,1,0.0,0.0
2022-11-09,Milk Based,1.0,1,0.0,0.0
2022-11-09,Signature Based,9.0,4,0.0,0.0
2022-11-09,Snack,5.0,2,0.0,0.0
2022-11-09,Tea Based,3.0,2,0.0,0.0
2022-11-09,Toast,1.0,1,0.0,0.0
2022-11-10,Artisan Tea,1.0,1,0.0,0.0
2022-11-10,Coffee Based,4.0,2,0.0,0.0
2022-11-10,Mie,1.0,1,0.0,0.0
2022-11-10,Milk Based,1.0,1,0.0,0.0
2022-11-10,Snack,1.0,1,0.0,0.0
2022-11-10,Tea Based,1.0,1,0.0,0.0
2022-11-11,Artisan Tea,2.0,1,0.0,0.0
2022-11-11,Coffee Based,4.0,3,0.0,0.0
2022-11-11,Espresso Based,1.0,1,0.0,0.0
2022-11-11,Main Course,3.0,2,0.0,0.0
