antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
frozenset({'V60'}),frozenset({'Kentang goreng'}),0.03777608530083778,0.11675552170601676,0.007463823305407464,0.1975806451612903,1.6922595374871114,1.0,0.003053256758097158,1.1007267870196373,0.42513399217530917,0.050750906266183324,0.09150934474154883,0.13075379290027986
frozenset({'Nasi gila'}),frozenset({'Lychee Tea ice'}),0.0575019040365575,0.11843107387661843,0.01111957349581112,0.19337748344370864,1.6328272396243695,1.0,0.004309561250811356,1.0929138575092825,0.4112107375121075,0.06746765249537894,0.08501480411368419,0.1436340793424331
frozenset({'Husgendam Hot'}),frozenset({'Cireng'}),0.05376999238385377,0.08111195734958111,0.0070068545316070065,0.13031161473087818,1.606564790062376,1.0,0.0026454652026805586,1.0565715930149768,0.3990085808673255,0.05479452054794521,0.05354260268681563,0.10834829562834988
frozenset({'Coklat ice'}),frozenset({'Cireng'}),0.04912414318354912,0.08111195734958111,0.006397562833206398,0.13023255813953488,1.6055901299268478,1.0,0.002413007426467646,1.0564755570579683,0.3966617083357172,0.05166051660516606,0.05345656762304957,0.1045528987880773
frozenset({'Ayam Teriyaki'}),frozenset({'Lychee Tea ice'}),0.030464584920030464,0.11843107387661843,0.005788271134805788,0.19,1.6043086816720258,1.0,0.0021803176275211446,1.0883566989177549,0.3885144912556332,0.04044704630122405,0.08118358531317495,0.11943729903536977
frozenset({'Kirana'}),frozenset({'Cireng'}),0.054455445544554455,0.08111195734958111,0.007083015993907083,0.13006993006993006,1.603585147247119,1.0,0.0026660282174447453,1.056278055458279,0.39807464955244054,0.05512744516893895,0.05327958407112986,0.10869693686595094
frozenset({'Kopi Susu Hot'}),frozenset({'Tubruk'}),0.04676313785224676,0.09900990099009901,0.007311500380807311,0.1563517915309446,1.5791530944625405,1.0,0.002681486732070008,1.0679689590580679,0.3847408650260999,0.0528052805280528,0.06364319719368577,0.11509897268854923
frozenset({'Singkong keju'}),frozenset({'Cireng'}),0.04447829398324448,0.08111195734958111,0.005635948210205636,0.12671232876712327,1.5621904945655667,1.0,0.002028226725654579,1.0522168958977345,0.3766248314311441,0.04698412698412698,0.04962560105365342,0.09809794842112032
"frozenset({'Kopi susu ice', 'Basreng'})",frozenset({'Lychee Tea ice'}),0.03214013709063214,0.11843107387661843,0.005940594059405941,0.1848341232227488,1.5606894134499627,1.0,0.0021342031092206415,1.081459554721125,0.3711875418674285,0.0410742496050553,0.0753237181783751,0.11749744746346444
frozenset({'Tahu tuna'}),frozenset({'Cireng'}),0.061995430312262,0.08111195734958111,0.0077684691546077685,0.1253071253071253,1.544866249091601,1.0,0.0027398984552506455,1.050526498198653,0.37600538753988116,0.057400112549240295,0.04809635766950311,0.11054088659722461
frozenset({'Lychee tea hot'}),frozenset({'Kentang goreng'}),0.03054074638233054,0.11675552170601676,0.005407463823305408,0.17705735660847882,1.516479512243527,1.0,0.0018416630461452616,1.0732758660481432,0.35130715157470077,0.038110574342458396,0.06827309582386194,0.11168588639295435
