Date,Quantity,UniqueItemCount,Net sales,Gross sales
2023-10-21,44.0,24,0.0,0.0
2023-10-22,50.0,33,0.0,0.0
2023-10-23,57.0,25,0.0,0.0
2023-10-24,28.0,17,0.0,0.0
2023-10-25,27.0,16,0.0,0.0
2023-10-26,25.0,17,0.0,0.0
2023-10-27,26.0,17,0.0,0.0
2023-10-28,92.0,39,0.0,0.0
2023-10-29,40.0,24,0.0,0.0
2023-10-30,23.0,13,0.0,0.0
2023-10-31,29.0,17,0.0,0.0
2023-11-01,34.0,23,0.0,0.0
2023-11-02,48.0,20,0.0,0.0
2023-11-03,40.0,22,0.0,0.0
2023-11-04,62.0,30,0.0,0.0
2023-11-05,86.0,33,0.0,0.0
2023-11-06,39.0,28,0.0,0.0
2023-11-07,45.0,25,0.0,0.0
2023-11-08,50.0,27,0.0,0.0
2023-11-09,59.0,27,0.0,0.0
2023-11-10,22.0,16,0.0,0.0
2023-11-11,45.0,23,0.0,0.0
2023-11-12,56.0,30,0.0,0.0
2023-11-13,35.0,17,0.0,0.0
2023-11-14,42.0,22,0.0,0.0
2023-11-15,26.0,17,0.0,0.0
2023-11-16,40.0,23,0.0,0.0
2023-11-17,24.0,16,0.0,0.0
2023-11-18,35.0,20,0.0,0.0
2023-11-19,61.0,31,0.0,0.0
2023-11-20,47.0,21,0.0,0.0
2023-11-21,46.0,26,0.0,0.0
2023-11-22,35.0,21,0.0,0.0
2023-11-23,35.0,18,0.0,0.0
2023-11-24,46.0,23,0.0,0.0
2023-11-25,42.0,21,0.0,0.0
2023-11-26,18.0,14,0.0,0.0
2023-11-27,24.0,17,0.0,0.0
2023-11-28,35.0,23,0.0,0.0
2023-11-29,29.0,20,0.0,0.0
2023-11-30,34.0,20,0.0,0.0
2023-12-01,24.0,18,0.0,0.0
2023-12-02,64.0,35,0.0,0.0
2023-12-03,37.0,22,0.0,0.0
2023-12-04,57.0,27,0.0,0.0
2023-12-05,41.0,20,0.0,0.0
2023-12-06,39.0,29,0.0,0.0
2023-12-07,25.0,18,0.0,0.0
2023-12-08,56.0,31,0.0,0.0
2023-12-09,45.0,23,0.0,0.0
2023-12-10,99.0,36,0.0,0.0
2023-12-11,41.0,20,0.0,0.0
2023-12-12,16.0,13,0.0,0.0
2023-12-13,52.0,25,0.0,0.0
2023-12-14,31.0,18,0.0,0.0
2023-12-15,28.0,19,0.0,0.0
2023-12-16,55.0,22,0.0,0.0
2023-12-17,41.0,22,0.0,0.0
2023-12-18,54.0,29,0.0,0.0
2023-12-19,66.0,34,0.0,0.0
2023-12-20,25.0,16,0.0,0.0
2023-12-21,22.0,14,0.0,0.0
2023-12-22,41.0,23,0.0,0.0
2023-12-23,65.0,28,0.0,0.0
2023-12-24,62.0,20,0.0,0.0
2023-12-25,44.0,25,0.0,0.0
2023-12-26,65.0,30,0.0,0.0
2023-12-27,57.0,27,0.0,0.0
2023-12-28,48.0,30,0.0,0.0
2023-12-29,38.0,26,0.0,0.0
2023-12-30,23.0,16,0.0,0.0
2023-12-31,16.0,11,0.0,0.0
2024-01-01,60.0,29,0.0,0.0
2024-01-02,42.0,24,0.0,0.0
2024-01-03,36.0,21,0.0,0.0
2024-01-04,50.0,27,0.0,0.0
2024-01-05,15.0,10,0.0,0.0
2024-01-06,39.0,26,0.0,0.0
2024-01-07,27.0,17,0.0,0.0
2024-01-08,72.0,33,0.0,0.0
2024-01-09,61.0,30,0.0,0.0
2024-01-10,49.0,27,0.0,0.0
2024-01-11,44.0,30,0.0,0.0
2024-01-12,48.0,30,0.0,0.0
2024-01-13,41.0,25,0.0,0.0
2024-01-14,83.0,36,0.0,0.0
2024-01-15,32.0,24,0.0,0.0
2024-01-16,39.0,27,0.0,0.0
2024-01-17,24.0,14,0.0,0.0
2024-01-18,18.0,12,0.0,0.0
2024-01-19,14.0,12,0.0,0.0
2024-01-20,51.0,29,0.0,0.0
2024-01-21,42.0,28,0.0,0.0
2024-01-22,29.0,18,0.0,0.0
2024-01-23,16.0,12,0.0,0.0
2024-01-24,28.0,14,0.0,0.0
2024-01-25,35.0,23,0.0,0.0
2024-01-26,31.0,22,0.0,0.0
2024-01-27,58.0,35,0.0,0.0
2024-01-28,17.0,12,0.0,0.0
2024-01-29,39.0,20,0.0,0.0
2024-01-30,29.0,23,0.0,0.0
2024-01-31,28.0,21,0.0,0.0
2024-02-01,32.0,20,0.0,0.0
2024-02-02,12.0,9,0.0,0.0
2024-02-03,49.0,30,0.0,0.0
2024-02-04,34.0,21,0.0,0.0
2024-02-05,20.0,17,0.0,0.0
2024-02-06,36.0,25,0.0,0.0
2024-02-07,72.0,36,0.0,0.0
2024-02-08,87.0,37,0.0,0.0
2024-02-09,18.0,15,0.0,0.0
2024-02-10,79.0,35,0.0,0.0
2024-02-11,40.0,26,0.0,0.0
2024-02-12,43.0,27,0.0,0.0
2024-02-13,37.0,24,0.0,0.0
2024-02-14,39.0,24,0.0,0.0
2024-02-15,31.0,20,0.0,0.0
2024-02-16,23.0,17,0.0,0.0
2024-02-17,27.0,18,0.0,0.0
2024-02-18,26.0,17,0.0,0.0
2024-02-19,18.0,14,0.0,0.0
2024-02-20,20.0,13,0.0,0.0
2024-02-21,58.0,28,0.0,0.0
2024-02-22,36.0,20,0.0,0.0
2024-02-23,9.0,8,0.0,0.0
2024-02-24,40.0,25,0.0,0.0
2024-02-25,59.0,26,0.0,0.0
2024-02-26,33.0,22,0.0,0.0
2024-02-27,16.0,11,0.0,0.0
2024-02-28,50.0,21,0.0,0.0
2024-02-29,42.0,27,0.0,0.0
2024-03-01,54.0,29,0.0,0.0
2024-03-02,106.0,38,0.0,0.0
2024-03-03,15.0,13,0.0,0.0
2024-03-04,32.0,21,0.0,0.0
2024-03-05,55.0,23,0.0,0.0
2024-03-06,31.0,21,0.0,0.0
2024-03-07,63.0,30,0.0,0.0
2024-03-08,45.0,22,0.0,0.0
2024-03-09,38.0,27,0.0,0.0
2024-03-10,17.0,11,0.0,0.0
2024-03-11,29.0,21,0.0,0.0
2024-03-12,20.0,17,0.0,0.0
2024-03-13,15.0,12,0.0,0.0
2024-03-14,11.0,10,0.0,0.0
2024-03-15,19.0,13,0.0,0.0
2024-03-16,33.0,23,0.0,0.0
2024-03-17,19.0,15,0.0,0.0
2024-03-18,10.0,9,0.0,0.0
2024-03-19,20.0,14,0.0,0.0
2024-03-20,59.0,16,0.0,0.0
2024-03-21,33.0,22,0.0,0.0
2024-03-22,48.0,26,0.0,0.0
2024-03-23,41.0,19,0.0,0.0
2024-03-24,36.0,22,0.0,0.0
2024-03-25,41.0,24,0.0,0.0
2024-03-26,25.0,20,0.0,0.0
2024-03-27,19.0,9,0.0,0.0
2024-03-28,52.0,28,0.0,0.0
2024-03-29,42.0,24,0.0,0.0
2024-03-30,24.0,17,0.0,0.0
2024-03-31,16.0,9,0.0,0.0
2024-04-01,47.0,27,0.0,0.0
2024-04-02,65.0,26,0.0,0.0
2024-04-03,81.0,29,0.0,0.0
2024-04-04,77.0,30,0.0,0.0
2024-04-05,41.0,19,0.0,0.0
2024-04-06,29.0,18,0.0,0.0
2024-04-07,37.0,20,0.0,0.0
2024-04-08,63.0,17,0.0,0.0
2024-04-09,34.0,21,0.0,0.0
2024-04-10,43.0,33,0.0,0.0
2024-04-11,16.0,11,0.0,0.0
2024-04-12,76.0,33,0.0,0.0
2024-04-13,59.0,28,0.0,0.0
2024-04-14,18.0,14,0.0,0.0
2024-04-15,59.0,31,0.0,0.0
2024-04-16,24.0,14,0.0,0.0
2024-04-17,47.0,25,0.0,0.0
2024-04-18,39.0,22,0.0,0.0
2024-04-19,19.0,11,0.0,0.0
2024-04-20,50.0,25,0.0,0.0
2024-04-21,51.0,34,0.0,0.0
2024-04-22,33.0,21,0.0,0.0
2024-04-23,43.0,25,0.0,0.0
2024-04-24,36.0,21,0.0,0.0
2024-04-25,34.0,18,0.0,0.0
2024-04-26,38.0,23,0.0,0.0
2024-04-27,43.0,28,0.0,0.0
2024-04-28,16.0,13,0.0,0.0
2024-04-29,24.0,16,0.0,0.0
2024-04-30,28.0,20,0.0,0.0
2024-05-01,82.0,32,0.0,0.0
2024-05-02,41.0,28,0.0,0.0
2024-05-03,55.0,25,0.0,0.0
2024-05-04,49.0,28,0.0,0.0
2024-05-05,43.0,22,0.0,0.0
2024-05-06,5.0,5,0.0,0.0
2024-05-07,16.0,11,0.0,0.0
2024-05-08,12.0,9,0.0,0.0
2024-05-09,32.0,21,0.0,0.0
2024-05-10,48.0,28,0.0,0.0
2024-05-11,84.0,38,0.0,0.0
2024-05-12,46.0,25,0.0,0.0
2024-05-13,39.0,20,0.0,0.0
2024-05-14,38.0,24,0.0,0.0
2024-05-15,30.0,17,0.0,0.0
2024-05-16,10.0,10,0.0,0.0
2024-05-17,30.0,23,0.0,0.0
2024-05-18,50.0,29,0.0,0.0
2024-05-19,18.0,17,0.0,0.0
2024-05-20,57.0,31,0.0,0.0
2024-05-21,22.0,16,0.0,0.0
2024-05-22,57.0,29,0.0,0.0
2024-05-23,47.0,29,0.0,0.0
2024-05-24,43.0,27,0.0,0.0
2024-05-25,51.0,29,0.0,0.0
2024-05-26,44.0,25,0.0,0.0
2024-05-27,30.0,20,0.0,0.0
2024-05-28,62.0,33,0.0,0.0
2024-05-29,57.0,23,0.0,0.0
2024-05-30,37.0,23,0.0,0.0
2024-05-31,29.0,20,0.0,0.0
2024-06-01,90.0,48,0.0,0.0
2024-06-02,44.0,20,0.0,0.0
2024-06-03,55.0,30,0.0,0.0
2024-06-04,37.0,21,0.0,0.0
2024-06-05,37.0,24,0.0,0.0
2024-06-06,33.0,20,0.0,0.0
2024-06-07,42.0,27,0.0,0.0
2024-06-08,45.0,28,0.0,0.0
2024-06-09,39.0,25,0.0,0.0
2024-06-10,38.0,25,0.0,0.0
2024-06-11,46.0,28,0.0,0.0
2024-06-12,26.0,17,0.0,0.0
2024-06-13,14.0,11,0.0,0.0
2024-06-14,57.0,27,0.0,0.0
2024-06-15,57.0,35,0.0,0.0
2024-06-16,83.0,41,0.0,0.0
2024-06-17,33.0,25,0.0,0.0
2024-06-18,30.0,22,0.0,0.0
2024-06-19,25.0,16,0.0,0.0
2024-06-20,37.0,21,0.0,0.0
2024-06-21,6.0,6,0.0,0.0
2024-06-22,35.0,22,0.0,0.0
2024-06-23,48.0,24,0.0,0.0
2024-06-24,40.0,24,0.0,0.0
2024-06-25,20.0,17,0.0,0.0
2024-06-26,48.0,26,0.0,0.0
2024-06-27,74.0,36,0.0,0.0
2024-06-28,37.0,23,0.0,0.0
2024-06-29,48.0,32,0.0,0.0
2024-06-30,46.0,26,0.0,0.0
2024-07-01,54.0,30,0.0,0.0
2024-07-02,18.0,14,0.0,0.0
2024-07-03,49.0,28,0.0,0.0
2024-07-04,36.0,22,0.0,0.0
2024-07-05,51.0,27,0.0,0.0
2024-07-06,61.0,31,0.0,0.0
2024-07-07,47.0,30,0.0,0.0
2024-07-08,44.0,24,0.0,0.0
2024-07-09,17.0,11,0.0,0.0
2024-07-10,29.0,21,0.0,0.0
2024-07-11,45.0,31,0.0,0.0
2024-07-12,40.0,29,0.0,0.0
2024-07-13,39.0,25,0.0,0.0
2024-07-14,41.0,25,0.0,0.0
2024-07-15,79.0,36,0.0,0.0
2024-07-16,50.0,25,0.0,0.0
2024-07-17,51.0,31,0.0,0.0
2024-07-18,30.0,19,0.0,0.0
2024-07-19,31.0,21,0.0,0.0
2024-07-20,50.0,29,0.0,0.0
2024-07-21,75.0,31,0.0,0.0
2024-07-22,21.0,16,0.0,0.0
2024-07-23,54.0,26,0.0,0.0
2024-07-24,27.0,22,0.0,0.0
2024-07-25,45.0,27,0.0,0.0
2024-07-26,35.0,18,0.0,0.0
2024-07-27,26.0,18,0.0,0.0
2024-07-28,28.0,19,0.0,0.0
2024-07-29,29.0,21,0.0,0.0
2024-07-30,27.0,19,0.0,0.0
2024-07-31,45.0,22,0.0,0.0
2024-08-01,44.0,25,0.0,0.0
2024-08-02,27.0,14,0.0,0.0
2024-08-03,32.0,18,0.0,0.0
2024-08-04,42.0,23,0.0,0.0
2024-08-05,44.0,24,0.0,0.0
2024-08-06,48.0,30,0.0,0.0
2024-08-07,47.0,24,0.0,0.0
2024-08-08,69.0,38,0.0,0.0
2024-08-09,30.0,22,0.0,0.0
2024-08-10,34.0,24,0.0,0.0
2024-08-11,59.0,27,0.0,0.0
2024-08-12,20.0,16,0.0,0.0
2024-08-13,41.0,27,0.0,0.0
2024-08-14,26.0,19,0.0,0.0
2024-08-15,65.0,31,0.0,0.0
2024-08-16,29.0,21,0.0,0.0
2024-08-17,63.0,31,0.0,0.0
2024-08-18,78.0,33,0.0,0.0
2024-08-19,52.0,25,0.0,0.0
2024-08-20,45.0,26,0.0,0.0
2024-08-21,39.0,23,0.0,0.0
2024-08-22,26.0,18,0.0,0.0
2024-08-23,32.0,22,0.0,0.0
2024-08-24,50.0,31,0.0,0.0
2024-08-25,57.0,33,0.0,0.0
2024-08-26,45.0,25,0.0,0.0
2024-08-27,23.0,19,0.0,0.0
2024-08-28,11.0,7,0.0,0.0
2024-08-29,53.0,26,0.0,0.0
2024-08-30,17.0,15,0.0,0.0
2024-08-31,25.0,20,0.0,0.0
2024-09-01,37.0,21,0.0,0.0
2024-09-02,36.0,23,0.0,0.0
2024-09-03,27.0,19,0.0,0.0
2024-09-04,36.0,24,0.0,0.0
2024-09-05,26.0,20,0.0,0.0
2024-09-06,24.0,19,0.0,0.0
2024-09-07,48.0,30,0.0,0.0
2024-09-08,45.0,27,0.0,0.0
2024-09-09,51.0,32,0.0,0.0
2024-09-10,28.0,23,0.0,0.0
2024-09-11,17.0,13,0.0,0.0
2024-09-12,32.0,24,0.0,0.0
2024-09-13,30.0,20,0.0,0.0
2024-09-14,45.0,27,0.0,0.0
2024-09-15,68.0,33,0.0,0.0
2024-09-16,54.0,27,0.0,0.0
2024-09-17,40.0,26,0.0,0.0
2024-09-18,35.0,18,0.0,0.0
2024-09-19,62.0,29,0.0,0.0
2024-09-20,21.0,18,0.0,0.0
2024-09-21,46.0,22,0.0,0.0
2024-09-22,46.0,32,0.0,0.0
2024-09-23,37.0,23,0.0,0.0
2024-09-24,36.0,18,0.0,0.0
2024-09-25,15.0,13,0.0,0.0
2024-09-26,58.0,26,0.0,0.0
2024-09-27,55.0,27,0.0,0.0
2024-09-28,26.0,20,0.0,0.0
2024-09-29,19.0,14,0.0,0.0
2024-09-30,44.0,25,0.0,0.0
2024-10-01,45.0,25,0.0,0.0
2024-10-02,64.0,32,0.0,0.0
2024-10-03,62.0,35,0.0,0.0
2024-10-04,43.0,26,0.0,0.0
2024-10-05,50.0,26,0.0,0.0
2024-10-06,27.0,20,0.0,0.0
2024-10-07,58.0,32,0.0,0.0
2024-10-08,51.0,28,0.0,0.0
2024-10-09,54.0,30,0.0,0.0
2024-10-10,40.0,28,0.0,0.0
2024-10-11,34.0,22,0.0,0.0
2024-10-12,65.0,33,0.0,0.0
2024-10-13,31.0,23,0.0,0.0
2024-10-14,66.0,33,0.0,0.0
2024-10-15,30.0,16,0.0,0.0
2024-10-16,42.0,26,0.0,0.0
2024-10-17,37.0,27,0.0,0.0
2024-10-18,22.0,14,0.0,0.0
2024-10-19,45.0,30,0.0,0.0
2024-10-20,36.0,20,0.0,0.0
2024-10-21,34.0,25,0.0,0.0
2024-10-22,31.0,22,0.0,0.0
2024-10-23,56.0,29,0.0,0.0
2024-10-24,50.0,26,0.0,0.0
2024-10-25,34.0,18,0.0,0.0
2024-10-27,57.0,30,0.0,0.0
2024-10-28,34.0,21,0.0,0.0
2024-10-29,44.0,24,0.0,0.0
2024-10-30,38.0,25,0.0,0.0
2024-10-31,36.0,18,0.0,0.0
2024-11-01,41.0,24,0.0,0.0
2024-11-02,80.0,35,0.0,0.0
2024-11-03,38.0,24,0.0,0.0
2024-11-04,76.0,35,0.0,0.0
2024-11-05,25.0,17,0.0,0.0
2024-11-06,35.0,25,0.0,0.0
2024-11-07,55.0,30,0.0,0.0
2024-11-08,23.0,18,0.0,0.0
2024-11-09,50.0,31,0.0,0.0
2024-11-10,24.0,14,0.0,0.0
2024-11-11,48.0,28,0.0,0.0
2024-11-12,55.0,24,0.0,0.0
2024-11-13,37.0,27,0.0,0.0
2024-11-14,16.0,13,0.0,0.0
2024-11-15,40.0,23,0.0,0.0
2024-11-16,55.0,35,0.0,0.0
2024-11-17,79.0,42,0.0,0.0
2024-11-18,50.0,30,0.0,0.0
2024-11-19,33.0,25,0.0,0.0
2024-11-20,52.0,27,0.0,0.0
2024-11-21,56.0,29,0.0,0.0
2024-11-22,36.0,24,0.0,0.0
2024-11-23,57.0,31,0.0,0.0
2024-11-24,64.0,37,0.0,0.0
2024-11-25,28.0,23,0.0,0.0
2024-11-26,71.0,33,0.0,0.0
2024-11-27,57.0,28,0.0,0.0
2024-11-28,69.0,35,0.0,0.0
2024-11-29,34.0,24,0.0,0.0
2024-11-30,101.0,46,0.0,0.0
2024-12-01,49.0,30,0.0,0.0
2024-12-02,31.0,19,0.0,0.0
2024-12-03,59.0,30,0.0,0.0
2024-12-04,25.0,20,0.0,0.0
2024-12-05,60.0,33,0.0,0.0
2024-12-06,44.0,11,0.0,0.0
2024-12-07,49.0,28,0.0,0.0
2024-12-08,37.0,20,0.0,0.0
2024-12-09,49.0,28,0.0,0.0
2024-12-10,56.0,34,0.0,0.0
2024-12-11,66.0,30,0.0,0.0
2024-12-12,44.0,23,0.0,0.0
2024-12-13,33.0,24,0.0,0.0
2024-12-14,65.0,29,0.0,0.0
2024-12-15,62.0,35,0.0,0.0
2024-12-16,48.0,33,0.0,0.0
2024-12-17,73.0,36,0.0,0.0
2024-12-18,45.0,26,0.0,0.0
2024-12-19,69.0,37,0.0,0.0
2024-12-20,81.0,35,0.0,0.0
2024-12-21,60.0,33,0.0,0.0
2024-12-22,43.0,28,0.0,0.0
2024-12-23,89.0,41,0.0,0.0
2024-12-24,44.0,24,0.0,0.0
2024-12-25,69.0,34,0.0,0.0
2024-12-26,75.0,40,0.0,0.0
2024-12-27,75.0,39,0.0,0.0
2024-12-28,66.0,37,0.0,0.0
2024-12-29,82.0,38,0.0,0.0
2024-12-30,107.0,41,0.0,0.0
2024-12-31,65.0,33,0.0,0.0
2025-01-01,41.0,23,0.0,0.0
2025-01-02,44.0,28,0.0,0.0
2025-01-03,58.0,29,0.0,0.0
2025-01-04,61.0,31,0.0,0.0
2025-01-05,33.0,19,0.0,0.0
2025-01-06,50.0,30,0.0,0.0
2025-01-07,55.0,31,0.0,0.0
2025-01-08,31.0,17,0.0,0.0
2025-01-09,58.0,29,0.0,0.0
2025-01-10,43.0,27,0.0,0.0
2025-01-11,76.0,39,0.0,0.0
2025-01-12,43.0,28,0.0,0.0
2025-01-13,36.0,22,0.0,0.0
2025-01-14,60.0,31,0.0,0.0
2025-01-15,70.0,29,0.0,0.0
2025-01-16,63.0,34,0.0,0.0
2025-01-17,59.0,30,0.0,0.0
2025-01-18,43.0,26,0.0,0.0
2025-01-19,32.0,20,0.0,0.0
2025-01-20,58.0,31,0.0,0.0
2025-01-21,33.0,17,0.0,0.0
2025-01-22,52.0,29,0.0,0.0
2025-01-23,54.0,35,0.0,0.0
2025-01-24,39.0,23,0.0,0.0
2025-01-25,74.0,35,0.0,0.0
2025-01-26,62.0,30,0.0,0.0
2025-01-27,91.0,43,0.0,0.0
2025-01-28,71.0,36,0.0,0.0
2025-01-29,49.0,31,0.0,0.0
2025-01-30,54.0,30,0.0,0.0
2025-01-31,43.0,26,0.0,0.0
2025-02-01,65.0,32,0.0,0.0
2025-02-02,65.0,28,0.0,0.0
2025-02-03,57.0,29,0.0,0.0
2025-02-04,59.0,26,0.0,0.0
2025-02-05,29.0,20,0.0,0.0
2025-02-06,46.0,28,0.0,0.0
2025-02-07,45.0,27,0.0,0.0
2025-02-08,71.0,33,0.0,0.0
2025-02-09,52.0,28,0.0,0.0
2025-02-10,37.0,24,0.0,0.0
2025-02-11,45.0,27,0.0,0.0
2025-02-12,41.0,22,0.0,0.0
2025-02-13,14.0,12,0.0,0.0
2025-02-14,27.0,15,0.0,0.0
2025-02-15,71.0,35,0.0,0.0
2025-02-16,54.0,25,0.0,0.0
2025-02-17,47.0,33,0.0,0.0
2025-02-18,36.0,23,0.0,0.0
2025-02-19,36.0,23,0.0,0.0
2025-02-20,53.0,33,0.0,0.0
2025-02-21,40.0,25,0.0,0.0
2025-02-22,48.0,29,0.0,0.0
2025-02-23,66.0,36,0.0,0.0
2025-02-24,26.0,20,0.0,0.0
2025-02-25,42.0,27,0.0,0.0
2025-02-26,47.0,34,0.0,0.0
2025-02-27,23.0,19,0.0,0.0
2025-02-28,23.0,16,0.0,0.0
2025-03-01,29.0,14,0.0,0.0
2025-03-02,30.0,24,0.0,0.0
2025-03-03,37.0,20,0.0,0.0
2025-03-04,47.0,28,0.0,0.0
2025-03-05,15.0,5,0.0,0.0
2025-03-06,29.0,20,0.0,0.0
2025-03-07,18.0,9,0.0,0.0
2025-03-08,35.0,23,0.0,0.0
2025-03-09,28.0,20,0.0,0.0
2025-03-10,13.0,13,0.0,0.0
2025-03-11,20.0,17,0.0,0.0
2025-03-12,26.0,18,0.0,0.0
2025-03-13,19.0,16,0.0,0.0
2025-03-14,29.0,23,0.0,0.0
2025-03-15,64.0,37,0.0,0.0
2025-03-16,39.0,18,0.0,0.0
2025-03-17,30.0,18,0.0,0.0
2025-03-18,35.0,24,0.0,0.0
2025-03-19,59.0,23,0.0,0.0
2025-03-20,40.0,25,0.0,0.0
2025-03-21,107.0,27,0.0,0.0
2025-03-22,51.0,22,0.0,0.0
2025-03-23,72.0,28,0.0,0.0
2025-03-24,34.0,16,0.0,0.0
2025-03-25,23.0,17,0.0,0.0
2025-03-26,45.0,24,0.0,0.0
2025-03-27,74.0,34,0.0,0.0
2025-03-28,39.0,27,0.0,0.0
2025-03-29,43.0,25,0.0,0.0
2025-04-02,67.0,33,0.0,0.0
2025-04-03,72.0,35,0.0,0.0
2025-04-04,118.0,45,0.0,0.0
2025-04-05,55.0,27,0.0,0.0
2025-04-06,80.0,38,0.0,0.0
2025-04-07,49.0,27,0.0,0.0
2025-04-08,42.0,26,0.0,0.0
2025-04-09,60.0,34,0.0,0.0
2025-04-10,53.0,34,0.0,0.0
2025-04-11,38.0,23,0.0,0.0
2025-04-12,27.0,19,0.0,0.0
2025-04-13,64.0,29,0.0,0.0
2025-04-14,43.0,22,0.0,0.0
2025-04-15,66.0,37,0.0,0.0
2025-04-16,40.0,25,0.0,0.0
2025-04-17,50.0,30,0.0,0.0
2025-04-18,56.0,30,0.0,0.0
2025-04-19,31.0,18,0.0,0.0
2025-04-20,46.0,27,0.0,0.0
2025-04-21,49.0,26,0.0,0.0
2025-04-22,76.0,40,0.0,0.0
2025-04-23,45.0,23,0.0,0.0
2025-04-24,65.0,36,0.0,0.0
2025-04-25,54.0,28,0.0,0.0
2025-04-26,63.0,36,0.0,0.0
2025-04-27,39.0,24,0.0,0.0
2025-04-28,63.0,35,0.0,0.0
2025-04-29,31.0,16,0.0,0.0
2025-04-30,79.0,40,0.0,0.0
2025-05-01,75.0,35,0.0,0.0
2025-05-02,36.0,23,0.0,0.0
2025-05-03,71.0,33,0.0,0.0
2025-05-04,80.0,42,0.0,0.0
2025-05-05,59.0,31,0.0,0.0
2025-05-06,42.0,28,0.0,0.0
2025-05-07,42.0,29,0.0,0.0
2025-05-08,51.0,14,0.0,0.0
2025-05-09,27.0,22,0.0,0.0
2025-05-10,84.0,41,0.0,0.0
2025-05-11,100.0,39,0.0,0.0
2025-05-12,123.0,50,0.0,0.0
2025-05-13,62.0,36,0.0,0.0
2025-05-14,43.0,26,0.0,0.0
2025-05-15,74.0,35,0.0,0.0
2025-05-16,56.0,31,0.0,0.0
2025-05-17,80.0,47,0.0,0.0
2025-05-18,62.0,32,0.0,0.0
2025-05-19,35.0,26,0.0,0.0
2025-05-20,80.0,40,0.0,0.0
2025-05-21,76.0,39,0.0,0.0
2025-05-22,87.0,42,0.0,0.0
2025-05-23,82.0,43,0.0,0.0
2025-05-24,135.0,45,0.0,0.0
2025-05-25,74.0,31,0.0,0.0
2025-05-26,52.0,27,0.0,0.0
2025-05-27,80.0,38,0.0,0.0
2025-05-28,70.0,36,0.0,0.0
2025-05-29,58.0,39,0.0,0.0
2025-05-30,51.0,29,0.0,0.0
2025-05-31,137.0,52,0.0,0.0
2025-06-01,117.0,50,0.0,0.0
2025-06-02,66.0,34,0.0,0.0
2025-06-03,88.0,43,0.0,0.0
2025-06-04,114.0,46,0.0,0.0
2025-06-05,63.0,28,0.0,0.0
2025-06-06,124.0,47,0.0,0.0
2025-06-07,62.0,30,0.0,0.0
2025-06-08,152.0,57,0.0,0.0
2025-06-09,89.0,37,0.0,0.0
2025-06-10,15.0,13,0.0,0.0
2025-06-12,67.0,33,0.0,0.0
2025-06-13,56.0,32,0.0,0.0
2025-06-14,101.0,46,0.0,0.0
2025-06-15,68.0,42,0.0,0.0
2025-06-16,81.0,40,0.0,0.0
2025-06-17,81.0,35,0.0,0.0
2025-06-18,39.0,20,0.0,0.0
2025-06-19,85.0,41,0.0,0.0
2025-06-20,55.0,29,0.0,0.0
2025-06-21,81.0,43,0.0,0.0
2025-06-22,79.0,42,0.0,0.0
2025-06-23,52.0,28,0.0,0.0
2025-06-24,67.0,37,0.0,0.0
2025-06-25,86.0,36,0.0,0.0
2025-06-26,82.0,39,0.0,0.0
2025-06-27,83.0,46,0.0,0.0
2025-06-28,169.0,59,0.0,0.0
2025-06-29,80.0,41,0.0,0.0
2025-06-30,53.0,31,0.0,0.0
2025-07-01,135.0,52,0.0,0.0
2025-07-02,99.0,37,0.0,0.0
2025-07-03,56.0,31,0.0,0.0
2025-07-04,124.0,48,0.0,0.0
2025-07-05,87.0,42,0.0,0.0
2025-07-06,131.0,50,0.0,0.0
2025-07-07,55.0,33,0.0,0.0
2025-07-08,75.0,41,0.0,0.0
2025-07-09,116.0,49,0.0,0.0
2025-07-10,100.0,44,0.0,0.0
2025-07-11,83.0,48,0.0,0.0
2025-07-12,110.0,48,0.0,0.0
2025-07-13,81.0,40,0.0,0.0
2025-07-14,60.0,38,0.0,0.0
2025-07-15,116.0,45,0.0,0.0
2025-07-16,73.0,39,0.0,0.0
2025-07-17,43.0,31,0.0,0.0
2025-07-18,40.0,28,0.0,0.0
2025-07-19,57.0,29,0.0,0.0
2025-07-20,77.0,39,0.0,0.0
2025-07-21,85.0,36,0.0,0.0
2025-07-22,63.0,37,0.0,0.0
2025-07-23,95.0,44,0.0,0.0
2025-07-24,55.0,33,0.0,0.0
2025-07-25,61.0,31,0.0,0.0
2025-07-26,99.0,43,0.0,0.0
2025-07-27,166.0,46,0.0,0.0
2025-07-28,68.0,34,0.0,0.0
2025-07-29,99.0,39,0.0,0.0
2025-07-30,53.0,28,0.0,0.0
2025-07-31,23.0,20,0.0,0.0
2025-08-01,85.0,36,0.0,0.0
2025-08-02,57.0,30,0.0,0.0
2025-08-03,50.0,32,0.0,0.0
2025-08-04,72.0,35,0.0,0.0
2025-08-05,86.0,40,0.0,0.0
2025-08-06,80.0,35,0.0,0.0
2025-08-07,61.0,31,0.0,0.0
2025-08-08,76.0,40,0.0,0.0
2025-08-09,93.0,44,0.0,0.0
2025-08-10,49.0,29,0.0,0.0
2025-08-11,49.0,30,0.0,0.0
2025-08-12,93.0,38,0.0,0.0
2025-08-13,84.0,43,0.0,0.0
2025-08-14,78.0,39,0.0,0.0
2025-08-15,43.0,26,0.0,0.0
2025-08-16,87.0,38,0.0,0.0
2025-08-17,81.0,42,0.0,0.0
2025-08-18,35.0,22,0.0,0.0
2025-08-19,51.0,26,0.0,0.0
2025-08-20,86.0,38,0.0,0.0
