group,total_mi,pct
Lag,0.1020737790791176,10.400591555730193
Diff,0.5174472605606484,52.72419280715951
Rolling/EWMA,0.10947057014029139,11.154271916586778
Trend/Momentum,0.0448626107346953,4.571180714428353
DOW Identity,0.0398500433715665,4.060435778169285
DOW Stats,0.1269371363023045,12.933990686393754
Weekly Ratio,0.0407814211208063,4.155336541532127
