Date_Only,Item,Category,Quantity,Net sales,Gross sales,Year,Month,Day,DayOfWeek,DayOfWeekName,WeekOfYear,Quarter,DayOfYear,IsWeekend,MonthProgress
2022-01-01,Arunika,beverage,1.0,15000.0,15000.0,2022,1,1,5,Saturday,52,1,1,1,0.03225806451612903
2022-01-01,Basreng,food,2.0,26000.0,26000.0,2022,1,1,5,Saturday,52,1,1,1,0.03225806451612903
2022-01-01,Kentang,food,1.0,15000.0,15000.0,2022,1,1,5,Saturday,52,1,1,1,0.03225806451612903
2022-01-01,Kinasih,beverage,1.0,23000.0,23000.0,2022,1,1,5,Saturday,52,1,1,1,0.03225806451612903
2022-01-01,Kirana,beverage,1.0,25000.0,25000.0,2022,1,1,5,Saturday,52,1,1,1,0.03225806451612903
2022-01-01,Lemon Tea Hot,beverage,1.0,12000.0,12000.0,2022,1,1,5,Saturday,52,1,1,1,0.03225806451612903
2022-01-01,Nasi Goreng Jawa,food,1.0,20000.0,20000.0,2022,1,1,5,Saturday,52,1,1,1,0.03225806451612903
2022-01-01,Puspa Matcha,food,1.0,25000.0,25000.0,2022,1,1,5,Saturday,52,1,1,1,0.03225806451612903
2022-01-01,Tahu Tuna,food,1.0,15000.0,15000.0,2022,1,1,5,Saturday,52,1,1,1,0.03225806451612903
2022-01-01,Tubruk,beverage,4.0,44000.0,44000.0,2022,1,1,5,Saturday,52,1,1,1,0.03225806451612903
2022-01-01,Vietnam Drip,beverage,2.0,30000.0,30000.0,2022,1,1,5,Saturday,52,1,1,1,0.03225806451612903
2022-01-02,Chocolate Ice,beverage,1.0,20000.0,20000.0,2022,1,2,6,Sunday,52,1,2,1,0.06451612903225806
2022-01-02,Espresso,beverage,2.0,36000.0,36000.0,2022,1,2,6,Sunday,52,1,2,1,0.06451612903225806
2022-01-02,Filter,beverage,3.0,80000.0,80000.0,2022,1,2,6,Sunday,52,1,2,1,0.06451612903225806
2022-01-02,Kentang,food,1.0,15000.0,15000.0,2022,1,2,6,Sunday,52,1,2,1,0.06451612903225806
2022-01-02,Kinasih,beverage,2.0,46000.0,46000.0,2022,1,2,6,Sunday,52,1,2,1,0.06451612903225806
2022-01-02,Kirana,beverage,1.0,25000.0,25000.0,2022,1,2,6,Sunday,52,1,2,1,0.06451612903225806
2022-01-02,Lemon Tea Hot,beverage,1.0,12000.0,12000.0,2022,1,2,6,Sunday,52,1,2,1,0.06451612903225806
2022-01-02,Matcha Ice,beverage,1.0,20000.0,20000.0,2022,1,2,6,Sunday,52,1,2,1,0.06451612903225806
2022-01-02,Tahu Tuna,food,1.0,15000.0,15000.0,2022,1,2,6,Sunday,52,1,2,1,0.06451612903225806
2022-01-02,Tubruk,beverage,2.0,22000.0,22000.0,2022,1,2,6,Sunday,52,1,2,1,0.06451612903225806
2022-01-02,Vietnam Drip,beverage,4.0,60000.0,60000.0,2022,1,2,6,Sunday,52,1,2,1,0.06451612903225806
2022-01-03,Cappucino Hot,beverage,2.0,46000.0,46000.0,2022,1,3,0,Monday,1,1,3,0,0.0967741935483871
2022-01-03,Chocolate Ice,beverage,1.0,20000.0,20000.0,2022,1,3,0,Monday,1,1,3,0,0.0967741935483871
2022-01-03,Espresso,beverage,1.0,18000.0,18000.0,2022,1,3,0,Monday,1,1,3,0,0.0967741935483871
2022-01-03,Filter,beverage,2.0,36000.0,36000.0,2022,1,3,0,Monday,1,1,3,0,0.0967741935483871
2022-01-03,Latte Hot,beverage,1.0,25000.0,25000.0,2022,1,3,0,Monday,1,1,3,0,0.0967741935483871
2022-01-03,Lemon Tea Ice,beverage,1.0,12000.0,12000.0,2022,1,3,0,Monday,1,1,3,0,0.0967741935483871
2022-01-03,Lychee Tea Ice,beverage,2.0,30000.0,30000.0,2022,1,3,0,Monday,1,1,3,0,0.0967741935483871
2022-01-03,Matcha Ice,beverage,2.0,40000.0,40000.0,2022,1,3,0,Monday,1,1,3,0,0.0967741935483871
2022-01-03,Mewangi Milk Tea Hot,beverage,3.0,45000.0,45000.0,2022,1,3,0,Monday,1,1,3,0,0.0967741935483871
2022-01-03,Mie Rebus,food,4.0,72000.0,72000.0,2022,1,3,0,Monday,1,1,3,0,0.0967741935483871
2022-01-03,Nasi Gila,food,3.0,63000.0,63000.0,2022,1,3,0,Monday,1,1,3,0,0.0967741935483871
2022-01-03,Vietnam Drip,beverage,2.0,30000.0,30000.0,2022,1,3,0,Monday,1,1,3,0,0.0967741935483871
2022-01-04,Basreng,food,1.0,13000.0,13000.0,2022,1,4,1,Tuesday,1,1,4,0,0.12903225806451613
2022-01-04,Cappucino Hot,beverage,1.0,23000.0,23000.0,2022,1,4,1,Tuesday,1,1,4,0,0.12903225806451613
2022-01-04,Chocolate Hot,beverage,1.0,20000.0,20000.0,2022,1,4,1,Tuesday,1,1,4,0,0.12903225806451613
2022-01-04,Chocolate Ice,beverage,1.0,20000.0,20000.0,2022,1,4,1,Tuesday,1,1,4,0,0.12903225806451613
2022-01-04,Filter,beverage,1.0,18000.0,18000.0,2022,1,4,1,Tuesday,1,1,4,0,0.12903225806451613
2022-01-04,Kinasih,beverage,5.0,115000.0,115000.0,2022,1,4,1,Tuesday,1,1,4,0,0.12903225806451613
2022-01-04,Kirana,beverage,3.0,75000.0,75000.0,2022,1,4,1,Tuesday,1,1,4,0,0.12903225806451613
2022-01-04,Kopi Susu Husgendam Hot,beverage,2.0,36000.0,36000.0,2022,1,4,1,Tuesday,1,1,4,0,0.12903225806451613
2022-01-04,Lemon Tea Hot,beverage,4.0,48000.0,48000.0,2022,1,4,1,Tuesday,1,1,4,0,0.12903225806451613
2022-01-04,Lemon Tea Ice,beverage,1.0,12000.0,12000.0,2022,1,4,1,Tuesday,1,1,4,0,0.12903225806451613
2022-01-04,Mewangi Milk Tea Hot,beverage,2.0,30000.0,30000.0,2022,1,4,1,Tuesday,1,1,4,0,0.12903225806451613
2022-01-04,Nasi Gila,food,2.0,42000.0,42000.0,2022,1,4,1,Tuesday,1,1,4,0,0.12903225806451613
2022-01-04,Nasi Goreng Jawa,food,3.0,60000.0,60000.0,2022,1,4,1,Tuesday,1,1,4,0,0.12903225806451613
2022-01-04,Singkong Keju,food,1.0,18000.0,18000.0,2022,1,4,1,Tuesday,1,1,4,0,0.12903225806451613
2022-01-04,Taro Ice,beverage,2.0,40000.0,40000.0,2022,1,4,1,Tuesday,1,1,4,0,0.12903225806451613
2022-01-04,Tubruk,beverage,3.0,32000.0,32000.0,2022,1,4,1,Tuesday,1,1,4,0,0.12903225806451613
2022-01-05,Basreng,food,2.0,26000.0,26000.0,2022,1,5,2,Wednesday,1,1,5,0,0.16129032258064516
2022-01-05,Black Ice,beverage,1.0,15000.0,15000.0,2022,1,5,2,Wednesday,1,1,5,0,0.16129032258064516
2022-01-05,Chocolate Ice,beverage,2.0,40000.0,40000.0,2022,1,5,2,Wednesday,1,1,5,0,0.16129032258064516
2022-01-05,Filter,beverage,2.0,36000.0,36000.0,2022,1,5,2,Wednesday,1,1,5,0,0.16129032258064516
2022-01-05,Kentang,food,1.0,15000.0,15000.0,2022,1,5,2,Wednesday,1,1,5,0,0.16129032258064516
2022-01-05,Kopi Susu Husgendam Ice,beverage,2.0,36000.0,36000.0,2022,1,5,2,Wednesday,1,1,5,0,0.16129032258064516
2022-01-05,Lemon Tea Hot,beverage,2.0,24000.0,24000.0,2022,1,5,2,Wednesday,1,1,5,0,0.16129032258064516
2022-01-05,Lychee Tea Hot,beverage,1.0,15000.0,15000.0,2022,1,5,2,Wednesday,1,1,5,0,0.16129032258064516
2022-01-05,Lychee Tea Ice,beverage,1.0,15000.0,15000.0,2022,1,5,2,Wednesday,1,1,5,0,0.16129032258064516
2022-01-05,Matcha Ice,beverage,2.0,40000.0,40000.0,2022,1,5,2,Wednesday,1,1,5,0,0.16129032258064516
2022-01-05,Mie Goreng,food,3.0,36000.0,36000.0,2022,1,5,2,Wednesday,1,1,5,0,0.16129032258064516
2022-01-05,Nasi Gila,food,1.0,21000.0,21000.0,2022,1,5,2,Wednesday,1,1,5,0,0.16129032258064516
2022-01-05,Nasi Goreng Jawa,food,1.0,20000.0,20000.0,2022,1,5,2,Wednesday,1,1,5,0,0.16129032258064516
2022-01-05,Singkong Keju,food,1.0,18000.0,18000.0,2022,1,5,2,Wednesday,1,1,5,0,0.16129032258064516
2022-01-05,Tahu Tuna,food,2.0,30000.0,30000.0,2022,1,5,2,Wednesday,1,1,5,0,0.16129032258064516
2022-01-05,Tubruk,beverage,2.0,20000.0,20000.0,2022,1,5,2,Wednesday,1,1,5,0,0.16129032258064516
2022-01-06,Basreng,food,1.0,13000.0,13000.0,2022,1,6,3,Thursday,1,1,6,0,0.1935483870967742
2022-01-06,Black Hot,beverage,1.0,15000.0,15000.0,2022,1,6,3,Thursday,1,1,6,0,0.1935483870967742
2022-01-06,Black Ice,beverage,2.0,30000.0,30000.0,2022,1,6,3,Thursday,1,1,6,0,0.1935483870967742
2022-01-06,Cappucino Hot,beverage,1.0,23000.0,23000.0,2022,1,6,3,Thursday,1,1,6,0,0.1935483870967742
2022-01-06,Donat,food,1.0,15000.0,15000.0,2022,1,6,3,Thursday,1,1,6,0,0.1935483870967742
2022-01-06,Filter,beverage,1.0,18000.0,18000.0,2022,1,6,3,Thursday,1,1,6,0,0.1935483870967742
2022-01-06,Kentang,food,3.0,45000.0,45000.0,2022,1,6,3,Thursday,1,1,6,0,0.1935483870967742
2022-01-06,Kirana,beverage,1.0,25000.0,25000.0,2022,1,6,3,Thursday,1,1,6,0,0.1935483870967742
2022-01-06,Kirana Strawberry,food,1.0,25000.0,25000.0,2022,1,6,3,Thursday,1,1,6,0,0.1935483870967742
2022-01-06,Kopi Susu Husgendam Hot,beverage,1.0,18000.0,18000.0,2022,1,6,3,Thursday,1,1,6,0,0.1935483870967742
2022-01-06,Lemon Tea Hot,beverage,3.0,36000.0,36000.0,2022,1,6,3,Thursday,1,1,6,0,0.1935483870967742
2022-01-06,Matcha Hot,beverage,3.0,60000.0,60000.0,2022,1,6,3,Thursday,1,1,6,0,0.1935483870967742
2022-01-06,Singkong Keju,food,2.0,36000.0,36000.0,2022,1,6,3,Thursday,1,1,6,0,0.1935483870967742
2022-01-06,Tahu Tuna,food,2.0,30000.0,30000.0,2022,1,6,3,Thursday,1,1,6,0,0.1935483870967742
2022-01-06,Tubruk,beverage,3.0,32000.0,32000.0,2022,1,6,3,Thursday,1,1,6,0,0.1935483870967742
2022-01-06,Vietnam Drip,beverage,1.0,15000.0,15000.0,2022,1,6,3,Thursday,1,1,6,0,0.1935483870967742
2022-01-07,Black Ice,beverage,1.0,15000.0,15000.0,2022,1,7,4,Friday,1,1,7,0,0.22580645161290322
2022-01-07,Candana Vanilla,food,1.0,25000.0,25000.0,2022,1,7,4,Friday,1,1,7,0,0.22580645161290322
2022-01-07,Espresso,beverage,1.0,18000.0,18000.0,2022,1,7,4,Friday,1,1,7,0,0.22580645161290322
2022-01-07,Filter,beverage,1.0,18000.0,18000.0,2022,1,7,4,Friday,1,1,7,0,0.22580645161290322
2022-01-07,Kentang,food,2.0,30000.0,30000.0,2022,1,7,4,Friday,1,1,7,0,0.22580645161290322
2022-01-07,Kinasih,beverage,2.0,46000.0,46000.0,2022,1,7,4,Friday,1,1,7,0,0.22580645161290322
2022-01-07,Lemon Tea Ice,beverage,1.0,12000.0,12000.0,2022,1,7,4,Friday,1,1,7,0,0.22580645161290322
2022-01-07,Mewangi Milk Tea Hot,beverage,2.0,30000.0,30000.0,2022,1,7,4,Friday,1,1,7,0,0.22580645161290322
2022-01-07,Mie Goreng,food,1.0,12000.0,12000.0,2022,1,7,4,Friday,1,1,7,0,0.22580645161290322
2022-01-07,Mie Rebus,food,1.0,18000.0,18000.0,2022,1,7,4,Friday,1,1,7,0,0.22580645161290322
2022-01-07,Nasi Goreng Jawa,food,1.0,20000.0,20000.0,2022,1,7,4,Friday,1,1,7,0,0.22580645161290322
2022-01-07,Singkong Keju,food,2.0,36000.0,36000.0,2022,1,7,4,Friday,1,1,7,0,0.22580645161290322
2022-01-07,Tubruk,beverage,1.0,12000.0,12000.0,2022,1,7,4,Friday,1,1,7,0,0.22580645161290322
2022-01-07,Vietnam Drip,beverage,1.0,15000.0,15000.0,2022,1,7,4,Friday,1,1,7,0,0.22580645161290322
2022-01-08,Basreng,food,2.0,26000.0,26000.0,2022,1,8,5,Saturday,1,1,8,1,0.25806451612903225
2022-01-08,Black Ice,beverage,1.0,15000.0,15000.0,2022,1,8,5,Saturday,1,1,8,1,0.25806451612903225
2022-01-08,Cappucino Hot,beverage,3.0,69000.0,69000.0,2022,1,8,5,Saturday,1,1,8,1,0.25806451612903225
2022-01-08,Chocolate Hot,beverage,2.0,40000.0,40000.0,2022,1,8,5,Saturday,1,1,8,1,0.25806451612903225
2022-01-08,Espresso,beverage,1.0,18000.0,18000.0,2022,1,8,5,Saturday,1,1,8,1,0.25806451612903225
2022-01-08,Kinasih,beverage,2.0,46000.0,46000.0,2022,1,8,5,Saturday,1,1,8,1,0.25806451612903225
2022-01-08,Kirana,beverage,4.0,100000.0,100000.0,2022,1,8,5,Saturday,1,1,8,1,0.25806451612903225
2022-01-08,Kopi Susu Husgendam Hot,beverage,1.0,18000.0,18000.0,2022,1,8,5,Saturday,1,1,8,1,0.25806451612903225
2022-01-08,Kopi Susu Husgendam Ice,beverage,2.0,36000.0,36000.0,2022,1,8,5,Saturday,1,1,8,1,0.25806451612903225
2022-01-08,Lychee Tea Hot,beverage,1.0,15000.0,15000.0,2022,1,8,5,Saturday,1,1,8,1,0.25806451612903225
2022-01-08,Lychee Tea Ice,beverage,2.0,30000.0,30000.0,2022,1,8,5,Saturday,1,1,8,1,0.25806451612903225
2022-01-08,Matcha Ice,beverage,2.0,40000.0,40000.0,2022,1,8,5,Saturday,1,1,8,1,0.25806451612903225
2022-01-08,Mewangi Milk Tea Hot,beverage,1.0,15000.0,15000.0,2022,1,8,5,Saturday,1,1,8,1,0.25806451612903225
2022-01-08,Nasi Goreng Jawa,food,2.0,40000.0,40000.0,2022,1,8,5,Saturday,1,1,8,1,0.25806451612903225
2022-01-08,Singkong Keju,food,2.0,36000.0,36000.0,2022,1,8,5,Saturday,1,1,8,1,0.25806451612903225
2022-01-08,Tubruk,beverage,4.0,40000.0,40000.0,2022,1,8,5,Saturday,1,1,8,1,0.25806451612903225
2022-01-08,Vietnam Drip,beverage,1.0,15000.0,15000.0,2022,1,8,5,Saturday,1,1,8,1,0.25806451612903225
2022-01-09,Basreng,food,1.0,13000.0,13000.0,2022,1,9,6,Sunday,1,1,9,1,0.2903225806451613
2022-01-09,Black Ice,beverage,1.0,15000.0,15000.0,2022,1,9,6,Sunday,1,1,9,1,0.2903225806451613
2022-01-09,Candana Vanilla,food,4.0,100000.0,100000.0,2022,1,9,6,Sunday,1,1,9,1,0.2903225806451613
2022-01-09,Cappucino Ice,beverage,1.0,25000.0,25000.0,2022,1,9,6,Sunday,1,1,9,1,0.2903225806451613
2022-01-09,Chocolate Hot,beverage,4.0,80000.0,80000.0,2022,1,9,6,Sunday,1,1,9,1,0.2903225806451613
2022-01-09,Donat,food,1.0,15000.0,15000.0,2022,1,9,6,Sunday,1,1,9,1,0.2903225806451613
2022-01-09,Espresso,beverage,1.0,18000.0,18000.0,2022,1,9,6,Sunday,1,1,9,1,0.2903225806451613
2022-01-09,Filter,beverage,1.0,18000.0,18000.0,2022,1,9,6,Sunday,1,1,9,1,0.2903225806451613
2022-01-09,Kentang,food,3.0,45000.0,45000.0,2022,1,9,6,Sunday,1,1,9,1,0.2903225806451613
2022-01-09,Lemon Tea Hot,beverage,5.0,60000.0,60000.0,2022,1,9,6,Sunday,1,1,9,1,0.2903225806451613
2022-01-09,Lychee Tea Hot,beverage,1.0,15000.0,15000.0,2022,1,9,6,Sunday,1,1,9,1,0.2903225806451613
2022-01-09,Matcha Hot,beverage,1.0,20000.0,20000.0,2022,1,9,6,Sunday,1,1,9,1,0.2903225806451613
2022-01-09,Matcha Ice,beverage,1.0,20000.0,20000.0,2022,1,9,6,Sunday,1,1,9,1,0.2903225806451613
2022-01-09,Mewangi Milk Tea Hot,beverage,1.0,15000.0,15000.0,2022,1,9,6,Sunday,1,1,9,1,0.2903225806451613
2022-01-09,Mie Goreng,food,1.0,12000.0,12000.0,2022,1,9,6,Sunday,1,1,9,1,0.2903225806451613
2022-01-09,Mie Rebus,food,7.0,126000.0,126000.0,2022,1,9,6,Sunday,1,1,9,1,0.2903225806451613
2022-01-09,Nasi Gila,food,1.0,21000.0,21000.0,2022,1,9,6,Sunday,1,1,9,1,0.2903225806451613
2022-01-09,Nasi Goreng Jawa,food,3.0,60000.0,60000.0,2022,1,9,6,Sunday,1,1,9,1,0.2903225806451613
2022-01-09,Singkong Keju,food,1.0,18000.0,18000.0,2022,1,9,6,Sunday,1,1,9,1,0.2903225806451613
2022-01-09,Tahu Tuna,food,4.0,60000.0,60000.0,2022,1,9,6,Sunday,1,1,9,1,0.2903225806451613
2022-01-09,Taro Ice,beverage,1.0,20000.0,20000.0,2022,1,9,6,Sunday,1,1,9,1,0.2903225806451613
2022-01-09,Tubruk,beverage,2.0,20000.0,20000.0,2022,1,9,6,Sunday,1,1,9,1,0.2903225806451613
2022-01-09,Vietnam Drip,beverage,2.0,30000.0,30000.0,2022,1,9,6,Sunday,1,1,9,1,0.2903225806451613
2022-01-10,Basreng,food,1.0,13000.0,13000.0,2022,1,10,0,Monday,2,1,10,0,0.3225806451612903
2022-01-10,Black Hot,beverage,1.0,15000.0,15000.0,2022,1,10,0,Monday,2,1,10,0,0.3225806451612903
2022-01-10,Espresso,beverage,2.0,30000.0,30000.0,2022,1,10,0,Monday,2,1,10,0,0.3225806451612903
2022-01-10,Filter,beverage,2.0,36000.0,36000.0,2022,1,10,0,Monday,2,1,10,0,0.3225806451612903
2022-01-10,Kentang,food,1.0,15000.0,15000.0,2022,1,10,0,Monday,2,1,10,0,0.3225806451612903
2022-01-10,Kirana,beverage,1.0,25000.0,25000.0,2022,1,10,0,Monday,2,1,10,0,0.3225806451612903
2022-01-10,Kopi Susu Husgendam Hot,beverage,1.0,18000.0,18000.0,2022,1,10,0,Monday,2,1,10,0,0.3225806451612903
2022-01-10,Kopi Susu Husgendam Ice,beverage,1.0,18000.0,18000.0,2022,1,10,0,Monday,2,1,10,0,0.3225806451612903
2022-01-10,Lemon Tea Hot,beverage,3.0,36000.0,36000.0,2022,1,10,0,Monday,2,1,10,0,0.3225806451612903
2022-01-10,Matcha Ice,beverage,1.0,20000.0,20000.0,2022,1,10,0,Monday,2,1,10,0,0.3225806451612903
2022-01-10,Mewangi Milk Tea Hot,beverage,1.0,15000.0,15000.0,2022,1,10,0,Monday,2,1,10,0,0.3225806451612903
2022-01-10,Mie Goreng,food,2.0,24000.0,24000.0,2022,1,10,0,Monday,2,1,10,0,0.3225806451612903
2022-01-10,Nasi Goreng Jawa,food,2.0,40000.0,40000.0,2022,1,10,0,Monday,2,1,10,0,0.3225806451612903
2022-01-10,Singkong Keju,food,1.0,18000.0,18000.0,2022,1,10,0,Monday,2,1,10,0,0.3225806451612903
2022-01-10,Tubruk,beverage,4.0,46000.0,46000.0,2022,1,10,0,Monday,2,1,10,0,0.3225806451612903
2022-01-11,Black Ice,beverage,1.0,15000.0,15000.0,2022,1,11,1,Tuesday,2,1,11,0,0.3548387096774194
2022-01-11,Cappucino Hot,beverage,1.0,23000.0,23000.0,2022,1,11,1,Tuesday,2,1,11,0,0.3548387096774194
2022-01-11,Espresso,beverage,1.0,18000.0,18000.0,2022,1,11,1,Tuesday,2,1,11,0,0.3548387096774194
2022-01-11,Filter,beverage,2.0,48000.0,48000.0,2022,1,11,1,Tuesday,2,1,11,0,0.3548387096774194
2022-01-11,Kentang,food,1.0,15000.0,15000.0,2022,1,11,1,Tuesday,2,1,11,0,0.3548387096774194
2022-01-11,Kopi Susu Husgendam Hot,beverage,1.0,18000.0,18000.0,2022,1,11,1,Tuesday,2,1,11,0,0.3548387096774194
2022-01-11,Lemon Tea Hot,beverage,1.0,12000.0,12000.0,2022,1,11,1,Tuesday,2,1,11,0,0.3548387096774194
2022-01-11,Mie Goreng,food,1.0,10000.0,10000.0,2022,1,11,1,Tuesday,2,1,11,0,0.3548387096774194
2022-01-11,Nasi Goreng Jawa,food,1.0,21000.0,21000.0,2022,1,11,1,Tuesday,2,1,11,0,0.3548387096774194
2022-01-11,Puspa Matcha,food,1.0,25000.0,25000.0,2022,1,11,1,Tuesday,2,1,11,0,0.3548387096774194
2022-01-11,Singkong Keju,food,1.0,18000.0,18000.0,2022,1,11,1,Tuesday,2,1,11,0,0.3548387096774194
2022-01-11,Tahu Tuna,food,2.0,30000.0,30000.0,2022,1,11,1,Tuesday,2,1,11,0,0.3548387096774194
2022-01-11,Taro Hot,beverage,1.0,20000.0,20000.0,2022,1,11,1,Tuesday,2,1,11,0,0.3548387096774194
2022-01-11,Taro Ice,beverage,1.0,20000.0,20000.0,2022,1,11,1,Tuesday,2,1,11,0,0.3548387096774194
2022-01-11,Tubruk,beverage,6.0,68000.0,68000.0,2022,1,11,1,Tuesday,2,1,11,0,0.3548387096774194
2022-01-12,Black Ice,beverage,1.0,15000.0,15000.0,2022,1,12,2,Wednesday,2,1,12,0,0.3870967741935484
2022-01-12,Chocolate Hot,beverage,1.0,20000.0,20000.0,2022,1,12,2,Wednesday,2,1,12,0,0.3870967741935484
2022-01-12,Espresso,beverage,1.0,18000.0,18000.0,2022,1,12,2,Wednesday,2,1,12,0,0.3870967741935484
2022-01-12,Kentang,food,3.0,45000.0,45000.0,2022,1,12,2,Wednesday,2,1,12,0,0.3870967741935484
2022-01-12,Kinasih,beverage,1.0,23000.0,23000.0,2022,1,12,2,Wednesday,2,1,12,0,0.3870967741935484
2022-01-12,Kopi Susu Husgendam Hot,beverage,2.0,36000.0,36000.0,2022,1,12,2,Wednesday,2,1,12,0,0.3870967741935484
2022-01-12,Lemon Tea Hot,beverage,1.0,12000.0,12000.0,2022,1,12,2,Wednesday,2,1,12,0,0.3870967741935484
2022-01-12,Lychee Tea Ice,beverage,1.0,15000.0,15000.0,2022,1,12,2,Wednesday,2,1,12,0,0.3870967741935484
2022-01-12,Mie Rebus,food,2.0,36000.0,36000.0,2022,1,12,2,Wednesday,2,1,12,0,0.3870967741935484
2022-01-12,Singkong Keju,food,1.0,18000.0,18000.0,2022,1,12,2,Wednesday,2,1,12,0,0.3870967741935484
2022-01-12,Tahu Tuna,food,2.0,30000.0,30000.0,2022,1,12,2,Wednesday,2,1,12,0,0.3870967741935484
2022-01-12,Taro Hot,beverage,1.0,20000.0,20000.0,2022,1,12,2,Wednesday,2,1,12,0,0.3870967741935484
2022-01-12,Tubruk,beverage,6.0,62000.0,62000.0,2022,1,12,2,Wednesday,2,1,12,0,0.3870967741935484
2022-01-13,Basreng,food,1.0,13000.0,13000.0,2022,1,13,3,Thursday,2,1,13,0,0.41935483870967744
2022-01-13,Donat,food,1.0,15000.0,15000.0,2022,1,13,3,Thursday,2,1,13,0,0.41935483870967744
2022-01-13,Filter,beverage,1.0,23000.0,23000.0,2022,1,13,3,Thursday,2,1,13,0,0.41935483870967744
2022-01-13,Kentang,food,1.0,15000.0,15000.0,2022,1,13,3,Thursday,2,1,13,0,0.41935483870967744
2022-01-13,Kirana Strawberry,food,2.0,50000.0,50000.0,2022,1,13,3,Thursday,2,1,13,0,0.41935483870967744
2022-01-13,Kopi Susu Husgendam Ice,beverage,1.0,18000.0,18000.0,2022,1,13,3,Thursday,2,1,13,0,0.41935483870967744
2022-01-13,Lemon Tea Hot,beverage,2.0,24000.0,24000.0,2022,1,13,3,Thursday,2,1,13,0,0.41935483870967744
2022-01-13,Matcha Ice,beverage,1.0,20000.0,20000.0,2022,1,13,3,Thursday,2,1,13,0,0.41935483870967744
2022-01-13,Mie Goreng,food,1.0,12000.0,12000.0,2022,1,13,3,Thursday,2,1,13,0,0.41935483870967744
2022-01-13,Nasi Gila,food,1.0,21000.0,21000.0,2022,1,13,3,Thursday,2,1,13,0,0.41935483870967744
2022-01-13,Nasi Goreng Jawa,food,3.0,63000.0,63000.0,2022,1,13,3,Thursday,2,1,13,0,0.41935483870967744
2022-01-13,Tahu Tuna,food,1.0,15000.0,15000.0,2022,1,13,3,Thursday,2,1,13,0,0.41935483870967744
2022-01-13,Tubruk,beverage,8.0,90000.0,90000.0,2022,1,13,3,Thursday,2,1,13,0,0.41935483870967744
2022-01-13,Vietnam Drip,beverage,2.0,30000.0,30000.0,2022,1,13,3,Thursday,2,1,13,0,0.41935483870967744
2022-01-14,Cappucino Hot,beverage,2.0,46000.0,46000.0,2022,1,14,4,Friday,2,1,14,0,0.45161290322580644
2022-01-14,Chocolate Hot,beverage,3.0,60000.0,60000.0,2022,1,14,4,Friday,2,1,14,0,0.45161290322580644
2022-01-14,Espresso,beverage,2.0,30000.0,30000.0,2022,1,14,4,Friday,2,1,14,0,0.45161290322580644
2022-01-14,Filter,beverage,2.0,46000.0,46000.0,2022,1,14,4,Friday,2,1,14,0,0.45161290322580644
2022-01-14,Kentang,food,1.0,15000.0,15000.0,2022,1,14,4,Friday,2,1,14,0,0.45161290322580644
2022-01-14,Kopi Susu Husgendam Hot,beverage,1.0,21000.0,21000.0,2022,1,14,4,Friday,2,1,14,0,0.45161290322580644
2022-01-14,Lemon Tea Hot,beverage,1.0,12000.0,12000.0,2022,1,14,4,Friday,2,1,14,0,0.45161290322580644
2022-01-14,Lychee Tea Ice,beverage,1.0,15000.0,15000.0,2022,1,14,4,Friday,2,1,14,0,0.45161290322580644
2022-01-14,Matcha Ice,beverage,2.0,40000.0,40000.0,2022,1,14,4,Friday,2,1,14,0,0.45161290322580644
2022-01-14,Mie Goreng,food,1.0,12000.0,12000.0,2022,1,14,4,Friday,2,1,14,0,0.45161290322580644
2022-01-14,Singkong Keju,food,1.0,18000.0,18000.0,2022,1,14,4,Friday,2,1,14,0,0.45161290322580644
2022-01-14,Taro Ice,beverage,1.0,20000.0,20000.0,2022,1,14,4,Friday,2,1,14,0,0.45161290322580644
2022-01-14,Vietnam Drip,beverage,2.0,30000.0,30000.0,2022,1,14,4,Friday,2,1,14,0,0.45161290322580644
2022-01-15,Filter,beverage,2.0,53000.0,53000.0,2022,1,15,5,Saturday,2,1,15,1,0.4838709677419355
2022-01-15,Kinasih,beverage,1.0,23000.0,23000.0,2022,1,15,5,Saturday,2,1,15,1,0.4838709677419355
2022-01-15,Kopi Susu Husgendam Hot,beverage,1.0,18000.0,18000.0,2022,1,15,5,Saturday,2,1,15,1,0.4838709677419355
2022-01-15,Lemon Tea Hot,beverage,2.0,24000.0,24000.0,2022,1,15,5,Saturday,2,1,15,1,0.4838709677419355
2022-01-15,Mewangi Milk Tea Hot,beverage,2.0,30000.0,30000.0,2022,1,15,5,Saturday,2,1,15,1,0.4838709677419355
2022-01-15,Nasi Gila,food,1.0,21000.0,21000.0,2022,1,15,5,Saturday,2,1,15,1,0.4838709677419355
2022-01-15,Nasi Goreng Jawa,food,1.0,21000.0,21000.0,2022,1,15,5,Saturday,2,1,15,1,0.4838709677419355
2022-01-15,Taro Hot,beverage,1.0,20000.0,20000.0,2022,1,15,5,Saturday,2,1,15,1,0.4838709677419355
2022-01-15,Tubruk,beverage,4.0,42000.0,42000.0,2022,1,15,5,Saturday,2,1,15,1,0.4838709677419355
2022-01-15,Vietnam Drip,beverage,2.0,30000.0,30000.0,2022,1,15,5,Saturday,2,1,15,1,0.4838709677419355
2022-01-16,Arunika,beverage,1.0,15000.0,15000.0,2022,1,16,6,Sunday,2,1,16,1,0.5161290322580645
2022-01-16,Basreng,food,2.0,26000.0,26000.0,2022,1,16,6,Sunday,2,1,16,1,0.5161290322580645
