Date_Only,Category,Quantity,Net sales,Gross sales,UniqueItemCount,Date,Year,Month,Day,DayOfWeek,DayOfWeekName,WeekOfYear,Quarter,DayOfYear,IsWeekend,MonthProgress
2022-12-26,Tea Based,4.0,54000.0,54000.0,4,2022-12-26,2022,12,26,0,Monday,52,4,360,0,0.8387096774193549
2022-12-27,Artisan Tea,2.0,30000.0,30000.0,2,2022-12-27,2022,12,27,1,Tuesday,52,4,361,0,0.8709677419354839
2022-12-27,Coffee Based,16.0,160000.0,160000.0,1,2022-12-27,2022,12,27,1,Tuesday,52,4,361,0,0.8709677419354839
2022-12-27,Espresso Based,3.0,61000.0,61000.0,2,2022-12-27,2022,12,27,1,Tuesday,52,4,361,0,0.8709677419354839
2022-12-27,Main Course,2.0,42000.0,42000.0,1,2022-12-27,2022,12,27,1,Tuesday,52,4,361,0,0.8709677419354839
2022-12-27,Mie,4.0,49000.0,49000.0,2,2022-12-27,2022,12,27,1,Tuesday,52,4,361,0,0.8709677419354839
2022-12-27,Milk Based,5.0,100000.0,100000.0,4,2022-12-27,2022,12,27,1,Tuesday,52,4,361,0,0.8709677419354839
2022-12-27,Signature Based,12.0,240000.0,240000.0,5,2022-12-27,2022,12,27,1,Tuesday,52,4,361,0,0.8709677419354839
2022-12-27,Snack,4.0,63000.0,63000.0,3,2022-12-27,2022,12,27,1,Tuesday,52,4,361,0,0.8709677419354839
2022-12-27,Tea Based,8.0,111000.0,111000.0,4,2022-12-27,2022,12,27,1,Tuesday,52,4,361,0,0.8709677419354839
2022-12-27,Toast,1.0,10000.0,10000.0,1,2022-12-27,2022,12,27,1,Tuesday,52,4,361,0,0.8709677419354839
2022-12-28,Artisan Tea,1.0,15000.0,15000.0,1,2022-12-28,2022,12,28,2,Wednesday,52,4,362,0,0.9032258064516129
2022-12-28,Coffee Based,4.0,55000.0,55000.0,3,2022-12-28,2022,12,28,2,Wednesday,52,4,362,0,0.9032258064516129
2022-12-28,Main Course,2.0,42000.0,42000.0,1,2022-12-28,2022,12,28,2,Wednesday,52,4,362,0,0.9032258064516129
2022-12-28,Mie,4.0,60000.0,60000.0,2,2022-12-28,2022,12,28,2,Wednesday,52,4,362,0,0.9032258064516129
2022-12-28,Milk Based,2.0,40000.0,40000.0,1,2022-12-28,2022,12,28,2,Wednesday,52,4,362,0,0.9032258064516129
2022-12-28,Signature,1.0,25000.0,25000.0,1,2022-12-28,2022,12,28,2,Wednesday,52,4,362,0,0.9032258064516129
2022-12-28,Signature Based,6.0,127000.0,127000.0,4,2022-12-28,2022,12,28,2,Wednesday,52,4,362,0,0.9032258064516129
2022-12-28,Snack,5.0,70000.0,70000.0,3,2022-12-28,2022,12,28,2,Wednesday,52,4,362,0,0.9032258064516129
2022-12-28,Tea Based,6.0,81000.0,81000.0,4,2022-12-28,2022,12,28,2,Wednesday,52,4,362,0,0.9032258064516129
2022-12-28,Toast,1.0,10000.0,10000.0,1,2022-12-28,2022,12,28,2,Wednesday,52,4,362,0,0.9032258064516129
2022-12-29,Artisan Tea,4.0,60000.0,60000.0,3,2022-12-29,2022,12,29,3,Thursday,52,4,363,0,0.9354838709677419
2022-12-29,Coffee Based,12.0,157000.0,157000.0,4,2022-12-29,2022,12,29,3,Thursday,52,4,363,0,0.9354838709677419
2022-12-29,Espresso Based,4.0,77000.0,77000.0,4,2022-12-29,2022,12,29,3,Thursday,52,4,363,0,0.9354838709677419
2022-12-29,Main Course,6.0,126000.0,126000.0,4,2022-12-29,2022,12,29,3,Thursday,52,4,363,0,0.9354838709677419
2022-12-29,Mie,3.0,48000.0,48000.0,3,2022-12-29,2022,12,29,3,Thursday,52,4,363,0,0.9354838709677419
2022-12-29,Milk Based,5.0,100000.0,100000.0,3,2022-12-29,2022,12,29,3,Thursday,52,4,363,0,0.9354838709677419
2022-12-29,Signature,5.0,125000.0,125000.0,3,2022-12-29,2022,12,29,3,Thursday,52,4,363,0,0.9354838709677419
2022-12-29,Signature Based,10.0,217000.0,217000.0,4,2022-12-29,2022,12,29,3,Thursday,52,4,363,0,0.9354838709677419
2022-12-29,Snack,12.0,174000.0,174000.0,5,2022-12-29,2022,12,29,3,Thursday,52,4,363,0,0.9354838709677419
2022-12-29,Tea Based,8.0,114000.0,114000.0,4,2022-12-29,2022,12,29,3,Thursday,52,4,363,0,0.9354838709677419
2022-12-29,Toast,4.0,40000.0,40000.0,1,2022-12-29,2022,12,29,3,Thursday,52,4,363,0,0.9354838709677419
2022-12-30,Artisan Tea,6.0,90000.0,90000.0,2,2022-12-30,2022,12,30,4,Friday,52,4,364,0,0.967741935483871
2022-12-30,Coffee Based,4.0,61000.0,61000.0,3,2022-12-30,2022,12,30,4,Friday,52,4,364,0,0.967741935483871
2022-12-30,Espresso Based,3.0,53000.0,53000.0,2,2022-12-30,2022,12,30,4,Friday,52,4,364,0,0.967741935483871
2022-12-30,Main Course,1.0,21000.0,21000.0,1,2022-12-30,2022,12,30,4,Friday,52,4,364,0,0.967741935483871
2022-12-30,Mie,1.0,12000.0,12000.0,1,2022-12-30,2022,12,30,4,Friday,52,4,364,0,0.967741935483871
2022-12-30,Milk Based,1.0,20000.0,20000.0,1,2022-12-30,2022,12,30,4,Friday,52,4,364,0,0.967741935483871
2022-12-30,Signature,1.0,25000.0,25000.0,1,2022-12-30,2022,12,30,4,Friday,52,4,364,0,0.967741935483871
2022-12-30,Signature Based,4.0,77000.0,77000.0,2,2022-12-30,2022,12,30,4,Friday,52,4,364,0,0.967741935483871
2022-12-30,Snack,2.0,26000.0,26000.0,1,2022-12-30,2022,12,30,4,Friday,52,4,364,0,0.967741935483871
2022-12-30,Tea Based,1.0,15000.0,15000.0,1,2022-12-30,2022,12,30,4,Friday,52,4,364,0,0.967741935483871
2022-12-30,Toast,4.0,40000.0,40000.0,3,2022-12-30,2022,12,30,4,Friday,52,4,364,0,0.967741935483871
2022-12-31,Coffee Based,18.0,230000.0,230000.0,4,2022-12-31,2022,12,31,5,Saturday,52,4,365,1,1.0
2022-12-31,Espresso Based,5.0,96000.0,96000.0,3,2022-12-31,2022,12,31,5,Saturday,52,4,365,1,1.0
2022-12-31,Milk Based,13.0,260000.0,260000.0,4,2022-12-31,2022,12,31,5,Saturday,52,4,365,1,1.0
2022-12-31,Signature,3.0,75000.0,75000.0,2,2022-12-31,2022,12,31,5,Saturday,52,4,365,1,1.0
2022-12-31,Signature Based,19.0,381000.0,381000.0,5,2022-12-31,2022,12,31,5,Saturday,52,4,365,1,1.0
2022-12-31,Snack,27.0,386000.0,386000.0,6,2022-12-31,2022,12,31,5,Saturday,52,4,365,1,1.0
2022-12-31,Tea Based,11.0,165000.0,165000.0,3,2022-12-31,2022,12,31,5,Saturday,52,4,365,1,1.0
2022-12-31,Toast,7.0,71000.0,71000.0,3,2022-12-31,2022,12,31,5,Saturday,52,4,365,1,1.0
2023-01-01,Coffee Based,8.0,105000.0,105000.0,4,2023-01-01,2023,1,1,6,Sunday,52,1,1,1,0.03225806451612903
2023-01-01,Espresso Based,1.0,23000.0,23000.0,1,2023-01-01,2023,1,1,6,Sunday,52,1,1,1,0.03225806451612903
2023-01-01,Main Course,2.0,42000.0,42000.0,2,2023-01-01,2023,1,1,6,Sunday,52,1,1,1,0.03225806451612903
2023-01-01,Milk Based,4.0,80000.0,80000.0,3,2023-01-01,2023,1,1,6,Sunday,52,1,1,1,0.03225806451612903
2023-01-01,Signature Based,5.0,102000.0,102000.0,4,2023-01-01,2023,1,1,6,Sunday,52,1,1,1,0.03225806451612903
2023-01-01,Snack,7.0,106000.0,106000.0,4,2023-01-01,2023,1,1,6,Sunday,52,1,1,1,0.03225806451612903
2023-01-01,Tea Based,3.0,45000.0,45000.0,1,2023-01-01,2023,1,1,6,Sunday,52,1,1,1,0.03225806451612903
2023-01-01,Toast,1.0,10000.0,10000.0,1,2023-01-01,2023,1,1,6,Sunday,52,1,1,1,0.03225806451612903
2023-01-02,Artisan Tea,2.0,30000.0,30000.0,1,2023-01-02,2023,1,2,0,Monday,1,1,2,0,0.06451612903225806
2023-01-02,Coffee Based,14.0,187000.0,187000.0,4,2023-01-02,2023,1,2,0,Monday,1,1,2,0,0.06451612903225806
2023-01-02,Espresso Based,3.0,63000.0,63000.0,2,2023-01-02,2023,1,2,0,Monday,1,1,2,0,0.06451612903225806
2023-01-02,Mie,5.0,72000.0,72000.0,2,2023-01-02,2023,1,2,0,Monday,1,1,2,0,0.06451612903225806
2023-01-02,Milk Based,3.0,60000.0,60000.0,3,2023-01-02,2023,1,2,0,Monday,1,1,2,0,0.06451612903225806
2023-01-02,Signature,1.0,25000.0,25000.0,1,2023-01-02,2023,1,2,0,Monday,1,1,2,0,0.06451612903225806
2023-01-02,Signature Based,5.0,106000.0,106000.0,4,2023-01-02,2023,1,2,0,Monday,1,1,2,0,0.06451612903225806
2023-01-02,Snack,9.0,133000.0,133000.0,5,2023-01-02,2023,1,2,0,Monday,1,1,2,0,0.06451612903225806
2023-01-02,Tea Based,8.0,117000.0,117000.0,4,2023-01-02,2023,1,2,0,Monday,1,1,2,0,0.06451612903225806
2023-01-02,Toast,1.0,10000.0,10000.0,1,2023-01-02,2023,1,2,0,Monday,1,1,2,0,0.06451612903225806
2023-01-03,Coffee Based,11.0,140000.0,140000.0,4,2023-01-03,2023,1,3,1,Tuesday,1,1,3,0,0.0967741935483871
2023-01-03,Espresso Based,1.0,15000.0,15000.0,1,2023-01-03,2023,1,3,1,Tuesday,1,1,3,0,0.0967741935483871
2023-01-03,Mie,2.0,24000.0,24000.0,1,2023-01-03,2023,1,3,1,Tuesday,1,1,3,0,0.0967741935483871
2023-01-03,Milk Based,3.0,60000.0,60000.0,3,2023-01-03,2023,1,3,1,Tuesday,1,1,3,0,0.0967741935483871
2023-01-03,Signature,2.0,50000.0,50000.0,2,2023-01-03,2023,1,3,1,Tuesday,1,1,3,0,0.0967741935483871
2023-01-03,Signature Based,11.0,240000.0,240000.0,5,2023-01-03,2023,1,3,1,Tuesday,1,1,3,0,0.0967741935483871
2023-01-03,Snack,4.0,61000.0,61000.0,3,2023-01-03,2023,1,3,1,Tuesday,1,1,3,0,0.0967741935483871
2023-01-03,Tea Based,3.0,39000.0,39000.0,3,2023-01-03,2023,1,3,1,Tuesday,1,1,3,0,0.0967741935483871
2023-01-03,Toast,2.0,21000.0,21000.0,2,2023-01-03,2023,1,3,1,Tuesday,1,1,3,0,0.0967741935483871
2023-01-04,Espresso Based,4.0,80000.0,80000.0,2,2023-01-04,2023,1,4,2,Wednesday,1,1,4,0,0.12903225806451613
2023-01-04,Main Course,3.0,63000.0,63000.0,2,2023-01-04,2023,1,4,2,Wednesday,1,1,4,0,0.12903225806451613
2023-01-04,Mie,1.0,12000.0,12000.0,1,2023-01-04,2023,1,4,2,Wednesday,1,1,4,0,0.12903225806451613
2023-01-04,Milk Based,4.0,80000.0,80000.0,3,2023-01-04,2023,1,4,2,Wednesday,1,1,4,0,0.12903225806451613
2023-01-04,Signature,1.0,25000.0,25000.0,1,2023-01-04,2023,1,4,2,Wednesday,1,1,4,0,0.12903225806451613
2023-01-04,Signature Based,7.0,142000.0,142000.0,4,2023-01-04,2023,1,4,2,Wednesday,1,1,4,0,0.12903225806451613
2023-01-04,Snack,4.0,59000.0,59000.0,4,2023-01-04,2023,1,4,2,Wednesday,1,1,4,0,0.12903225806451613
2023-01-04,Tea Based,7.0,99000.0,99000.0,3,2023-01-04,2023,1,4,2,Wednesday,1,1,4,0,0.12903225806451613
2023-01-05,Artisan Tea,1.0,15000.0,15000.0,1,2023-01-05,2023,1,5,3,Thursday,1,1,5,0,0.16129032258064516
2023-01-05,Coffee Based,2.0,20000.0,20000.0,1,2023-01-05,2023,1,5,3,Thursday,1,1,5,0,0.16129032258064516
2023-01-05,Espresso Based,2.0,38000.0,38000.0,2,2023-01-05,2023,1,5,3,Thursday,1,1,5,0,0.16129032258064516
2023-01-05,Milk Based,1.0,20000.0,20000.0,1,2023-01-05,2023,1,5,3,Thursday,1,1,5,0,0.16129032258064516
2023-01-05,Snack,1.0,13000.0,13000.0,1,2023-01-05,2023,1,5,3,Thursday,1,1,5,0,0.16129032258064516
2023-01-06,Artisan Tea,1.0,15000.0,15000.0,1,2023-01-06,2023,1,6,4,Friday,1,1,6,0,0.1935483870967742
2023-01-06,Coffee Based,9.0,109000.0,109000.0,3,2023-01-06,2023,1,6,4,Friday,1,1,6,0,0.1935483870967742
2023-01-06,Espresso Based,1.0,20000.0,20000.0,1,2023-01-06,2023,1,6,4,Friday,1,1,6,0,0.1935483870967742
2023-01-06,Main Course,1.0,21000.0,21000.0,1,2023-01-06,2023,1,6,4,Friday,1,1,6,0,0.1935483870967742
2023-01-06,Mie,13.0,181000.0,181000.0,2,2023-01-06,2023,1,6,4,Friday,1,1,6,0,0.1935483870967742
2023-01-06,Milk Based,6.0,120000.0,120000.0,4,2023-01-06,2023,1,6,4,Friday,1,1,6,0,0.1935483870967742
2023-01-06,Signature Based,6.0,126000.0,126000.0,4,2023-01-06,2023,1,6,4,Friday,1,1,6,0,0.1935483870967742
2023-01-06,Snack,6.0,91000.0,91000.0,3,2023-01-06,2023,1,6,4,Friday,1,1,6,0,0.1935483870967742
2023-01-06,Tea Based,10.0,144000.0,144000.0,4,2023-01-06,2023,1,6,4,Friday,1,1,6,0,0.1935483870967742
2023-01-06,Toast,1.0,10000.0,10000.0,1,2023-01-06,2023,1,6,4,Friday,1,1,6,0,0.1935483870967742
2023-01-07,Coffee Based,17.0,207000.0,207000.0,4,2023-01-07,2023,1,7,5,Saturday,1,1,7,1,0.22580645161290322
2023-01-07,Espresso Based,5.0,113000.0,113000.0,4,2023-01-07,2023,1,7,5,Saturday,1,1,7,1,0.22580645161290322
2023-01-07,Main Course,4.0,84000.0,84000.0,3,2023-01-07,2023,1,7,5,Saturday,1,1,7,1,0.22580645161290322
2023-01-07,Mie,2.0,24000.0,24000.0,1,2023-01-07,2023,1,7,5,Saturday,1,1,7,1,0.22580645161290322
2023-01-07,Milk Based,5.0,100000.0,100000.0,3,2023-01-07,2023,1,7,5,Saturday,1,1,7,1,0.22580645161290322
2023-01-07,Signature Based,3.0,48000.0,48000.0,2,2023-01-07,2023,1,7,5,Saturday,1,1,7,1,0.22580645161290322
2023-01-07,Snack,6.0,84000.0,84000.0,4,2023-01-07,2023,1,7,5,Saturday,1,1,7,1,0.22580645161290322
2023-01-07,Tea Based,3.0,42000.0,42000.0,3,2023-01-07,2023,1,7,5,Saturday,1,1,7,1,0.22580645161290322
2023-01-07,Toast,3.0,31000.0,31000.0,2,2023-01-07,2023,1,7,5,Saturday,1,1,7,1,0.22580645161290322
2023-01-08,Coffee Based,6.0,64000.0,64000.0,2,2023-01-08,2023,1,8,6,Sunday,1,1,8,1,0.25806451612903225
2023-01-08,Espresso Based,1.0,15000.0,15000.0,1,2023-01-08,2023,1,8,6,Sunday,1,1,8,1,0.25806451612903225
2023-01-08,Main Course,2.0,42000.0,42000.0,2,2023-01-08,2023,1,8,6,Sunday,1,1,8,1,0.25806451612903225
2023-01-08,Mie,3.0,42000.0,42000.0,2,2023-01-08,2023,1,8,6,Sunday,1,1,8,1,0.25806451612903225
2023-01-08,Milk Based,2.0,40000.0,40000.0,1,2023-01-08,2023,1,8,6,Sunday,1,1,8,1,0.25806451612903225
2023-01-08,Signature,1.0,25000.0,25000.0,1,2023-01-08,2023,1,8,6,Sunday,1,1,8,1,0.25806451612903225
2023-01-08,Signature Based,7.0,137000.0,137000.0,4,2023-01-08,2023,1,8,6,Sunday,1,1,8,1,0.25806451612903225
2023-01-08,Snack,6.0,89000.0,89000.0,4,2023-01-08,2023,1,8,6,Sunday,1,1,8,1,0.25806451612903225
2023-01-08,Tea Based,6.0,87000.0,87000.0,4,2023-01-08,2023,1,8,6,Sunday,1,1,8,1,0.25806451612903225
2023-01-08,Toast,2.0,20000.0,20000.0,2,2023-01-08,2023,1,8,6,Sunday,1,1,8,1,0.25806451612903225
2023-01-09,Coffee Based,3.0,37000.0,37000.0,3,2023-01-09,2023,1,9,0,Monday,2,1,9,0,0.2903225806451613
2023-01-09,Mie,2.0,24000.0,24000.0,1,2023-01-09,2023,1,9,0,Monday,2,1,9,0,0.2903225806451613
2023-01-09,Milk Based,4.0,80000.0,80000.0,3,2023-01-09,2023,1,9,0,Monday,2,1,9,0,0.2903225806451613
2023-01-09,Signature,2.0,50000.0,50000.0,2,2023-01-09,2023,1,9,0,Monday,2,1,9,0,0.2903225806451613
2023-01-09,Signature Based,5.0,92000.0,92000.0,4,2023-01-09,2023,1,9,0,Monday,2,1,9,0,0.2903225806451613
2023-01-09,Snack,3.0,41000.0,41000.0,2,2023-01-09,2023,1,9,0,Monday,2,1,9,0,0.2903225806451613
2023-01-09,Tea Based,5.0,75000.0,75000.0,2,2023-01-09,2023,1,9,0,Monday,2,1,9,0,0.2903225806451613
2023-01-10,Coffee Based,9.0,114000.0,114000.0,3,2023-01-10,2023,1,10,1,Tuesday,2,1,10,0,0.3225806451612903
2023-01-10,Espresso Based,1.0,15000.0,15000.0,1,2023-01-10,2023,1,10,1,Tuesday,2,1,10,0,0.3225806451612903
2023-01-10,Main Course,2.0,42000.0,42000.0,1,2023-01-10,2023,1,10,1,Tuesday,2,1,10,0,0.3225806451612903
2023-01-10,Mie,1.0,12000.0,12000.0,1,2023-01-10,2023,1,10,1,Tuesday,2,1,10,0,0.3225806451612903
2023-01-10,Milk Based,1.0,20000.0,20000.0,1,2023-01-10,2023,1,10,1,Tuesday,2,1,10,0,0.3225806451612903
2023-01-10,Signature Based,5.0,101000.0,101000.0,4,2023-01-10,2023,1,10,1,Tuesday,2,1,10,0,0.3225806451612903
2023-01-10,Snack,4.0,63000.0,63000.0,3,2023-01-10,2023,1,10,1,Tuesday,2,1,10,0,0.3225806451612903
2023-01-10,Tea Based,4.0,57000.0,57000.0,3,2023-01-10,2023,1,10,1,Tuesday,2,1,10,0,0.3225806451612903
2023-01-10,Toast,1.0,10000.0,10000.0,1,2023-01-10,2023,1,10,1,Tuesday,2,1,10,0,0.3225806451612903
2023-01-11,Coffee Based,6.0,84000.0,84000.0,2,2023-01-11,2023,1,11,2,Wednesday,2,1,11,0,0.3548387096774194
2023-01-11,Espresso Based,2.0,38000.0,38000.0,2,2023-01-11,2023,1,11,2,Wednesday,2,1,11,0,0.3548387096774194
2023-01-11,Main Course,5.0,105000.0,105000.0,2,2023-01-11,2023,1,11,2,Wednesday,2,1,11,0,0.3548387096774194
2023-01-11,Milk Based,3.0,60000.0,60000.0,2,2023-01-11,2023,1,11,2,Wednesday,2,1,11,0,0.3548387096774194
2023-01-11,Signature,3.0,75000.0,75000.0,3,2023-01-11,2023,1,11,2,Wednesday,2,1,11,0,0.3548387096774194
2023-01-11,Signature Based,10.0,210000.0,210000.0,5,2023-01-11,2023,1,11,2,Wednesday,2,1,11,0,0.3548387096774194
2023-01-11,Snack,7.0,103000.0,103000.0,3,2023-01-11,2023,1,11,2,Wednesday,2,1,11,0,0.3548387096774194
2023-01-11,Tea Based,5.0,72000.0,72000.0,3,2023-01-11,2023,1,11,2,Wednesday,2,1,11,0,0.3548387096774194
2023-01-11,Toast,2.0,20000.0,20000.0,2,2023-01-11,2023,1,11,2,Wednesday,2,1,11,0,0.3548387096774194
2023-01-12,Coffee Based,10.0,133000.0,133000.0,4,2023-01-12,2023,1,12,3,Thursday,2,1,12,0,0.3870967741935484
2023-01-12,Espresso Based,3.0,50000.0,50000.0,2,2023-01-12,2023,1,12,3,Thursday,2,1,12,0,0.3870967741935484
2023-01-12,Main Course,10.0,204000.0,204000.0,2,2023-01-12,2023,1,12,3,Thursday,2,1,12,0,0.3870967741935484
2023-01-12,Milk Based,8.0,160000.0,160000.0,4,2023-01-12,2023,1,12,3,Thursday,2,1,12,0,0.3870967741935484
2023-01-12,Signature,3.0,75000.0,75000.0,1,2023-01-12,2023,1,12,3,Thursday,2,1,12,0,0.3870967741935484
2023-01-12,Signature Based,12.0,239000.0,239000.0,6,2023-01-12,2023,1,12,3,Thursday,2,1,12,0,0.3870967741935484
2023-01-12,Snack,5.0,76000.0,76000.0,3,2023-01-12,2023,1,12,3,Thursday,2,1,12,0,0.3870967741935484
2023-01-12,Tea Based,9.0,117000.0,117000.0,4,2023-01-12,2023,1,12,3,Thursday,2,1,12,0,0.3870967741935484
2023-01-12,Toast,1.0,11000.0,11000.0,1,2023-01-12,2023,1,12,3,Thursday,2,1,12,0,0.3870967741935484
2023-01-13,Coffee Based,2.0,22000.0,22000.0,2,2023-01-13,2023,1,13,4,Friday,2,1,13,0,0.41935483870967744
2023-01-13,Espresso Based,5.0,105000.0,105000.0,5,2023-01-13,2023,1,13,4,Friday,2,1,13,0,0.41935483870967744
2023-01-13,Mie,1.0,12000.0,12000.0,1,2023-01-13,2023,1,13,4,Friday,2,1,13,0,0.41935483870967744
2023-01-13,Milk Based,2.0,40000.0,40000.0,2,2023-01-13,2023,1,13,4,Friday,2,1,13,0,0.41935483870967744
2023-01-13,Signature Based,5.0,107000.0,107000.0,4,2023-01-13,2023,1,13,4,Friday,2,1,13,0,0.41935483870967744
2023-01-13,Snack,3.0,41000.0,41000.0,2,2023-01-13,2023,1,13,4,Friday,2,1,13,0,0.41935483870967744
2023-01-13,Tea Based,5.0,69000.0,69000.0,5,2023-01-13,2023,1,13,4,Friday,2,1,13,0,0.41935483870967744
2023-01-14,Coffee Based,14.0,167000.0,167000.0,4,2023-01-14,2023,1,14,5,Saturday,2,1,14,1,0.45161290322580644
2023-01-14,Espresso Based,1.0,23000.0,23000.0,1,2023-01-14,2023,1,14,5,Saturday,2,1,14,1,0.45161290322580644
2023-01-14,Main Course,1.0,21000.0,21000.0,1,2023-01-14,2023,1,14,5,Saturday,2,1,14,1,0.45161290322580644
2023-01-14,Mie,2.0,24000.0,24000.0,1,2023-01-14,2023,1,14,5,Saturday,2,1,14,1,0.45161290322580644
2023-01-14,Milk Based,2.0,40000.0,40000.0,2,2023-01-14,2023,1,14,5,Saturday,2,1,14,1,0.45161290322580644
2023-01-14,Signature Based,6.0,131000.0,131000.0,4,2023-01-14,2023,1,14,5,Saturday,2,1,14,1,0.45161290322580644
2023-01-14,Snack,5.0,71000.0,71000.0,4,2023-01-14,2023,1,14,5,Saturday,2,1,14,1,0.45161290322580644
2023-01-14,Tea Based,4.0,57000.0,57000.0,4,2023-01-14,2023,1,14,5,Saturday,2,1,14,1,0.45161290322580644
2023-01-15,Coffee Based,6.0,96000.0,96000.0,3,2023-01-15,2023,1,15,6,Sunday,2,1,15,1,0.4838709677419355
2023-01-15,Espresso Based,1.0,20000.0,20000.0,1,2023-01-15,2023,1,15,6,Sunday,2,1,15,1,0.4838709677419355
2023-01-15,Main Course,1.0,21000.0,21000.0,1,2023-01-15,2023,1,15,6,Sunday,2,1,15,1,0.4838709677419355
2023-01-15,Mie,4.0,57000.0,57000.0,3,2023-01-15,2023,1,15,6,Sunday,2,1,15,1,0.4838709677419355
2023-01-15,Milk Based,4.0,80000.0,80000.0,2,2023-01-15,2023,1,15,6,Sunday,2,1,15,1,0.4838709677419355
2023-01-15,Signature,1.0,25000.0,25000.0,1,2023-01-15,2023,1,15,6,Sunday,2,1,15,1,0.4838709677419355
2023-01-15,Signature Based,8.0,163000.0,163000.0,5,2023-01-15,2023,1,15,6,Sunday,2,1,15,1,0.4838709677419355
2023-01-15,Snack,3.0,41000.0,41000.0,2,2023-01-15,2023,1,15,6,Sunday,2,1,15,1,0.4838709677419355
2023-01-15,Tea Based,3.0,36000.0,36000.0,2,2023-01-15,2023,1,15,6,Sunday,2,1,15,1,0.4838709677419355
2023-01-16,Coffee Based,4.0,56000.0,56000.0,3,2023-01-16,2023,1,16,0,Monday,3,1,16,0,0.5161290322580645
2023-01-16,Espresso Based,1.0,23000.0,23000.0,1,2023-01-16,2023,1,16,0,Monday,3,1,16,0,0.5161290322580645
2023-01-16,Main Course,2.0,42000.0,42000.0,2,2023-01-16,2023,1,16,0,Monday,3,1,16,0,0.5161290322580645
2023-01-16,Mie,1.0,10000.0,10000.0,1,2023-01-16,2023,1,16,0,Monday,3,1,16,0,0.5161290322580645
2023-01-16,Signature,1.0,25000.0,25000.0,1,2023-01-16,2023,1,16,0,Monday,3,1,16,0,0.5161290322580645
2023-01-16,Signature Based,9.0,182000.0,182000.0,5,2023-01-16,2023,1,16,0,Monday,3,1,16,0,0.5161290322580645
2023-01-16,Snack,3.0,43000.0,43000.0,3,2023-01-16,2023,1,16,0,Monday,3,1,16,0,0.5161290322580645
2023-01-16,Tea Based,5.0,69000.0,69000.0,4,2023-01-16,2023,1,16,0,Monday,3,1,16,0,0.5161290322580645
2023-01-17,Coffee Based,6.0,91000.0,91000.0,4,2023-01-17,2023,1,17,1,Tuesday,3,1,17,0,0.5483870967741935
2023-01-17,Espresso Based,3.0,63000.0,63000.0,3,2023-01-17,2023,1,17,1,Tuesday,3,1,17,0,0.5483870967741935
2023-01-17,Main Course,6.0,126000.0,126000.0,4,2023-01-17,2023,1,17,1,Tuesday,3,1,17,0,0.5483870967741935
2023-01-17,Milk Based,2.0,40000.0,40000.0,2,2023-01-17,2023,1,17,1,Tuesday,3,1,17,0,0.5483870967741935
2023-01-17,Signature,3.0,75000.0,75000.0,2,2023-01-17,2023,1,17,1,Tuesday,3,1,17,0,0.5483870967741935
2023-01-17,Signature Based,7.0,143000.0,143000.0,5,2023-01-17,2023,1,17,1,Tuesday,3,1,17,0,0.5483870967741935
2023-01-17,Snack,5.0,71000.0,71000.0,3,2023-01-17,2023,1,17,1,Tuesday,3,1,17,0,0.5483870967741935
2023-01-17,Tea Based,3.0,42000.0,42000.0,3,2023-01-17,2023,1,17,1,Tuesday,3,1,17,0,0.5483870967741935
2023-01-18,Coffee Based,10.0,129000.0,129000.0,4,2023-01-18,2023,1,18,2,Wednesday,3,1,18,0,0.5806451612903226
2023-01-18,Espresso Based,3.0,65000.0,65000.0,3,2023-01-18,2023,1,18,2,Wednesday,3,1,18,0,0.5806451612903226
2023-01-18,Milk Based,1.0,20000.0,20000.0,1,2023-01-18,2023,1,18,2,Wednesday,3,1,18,0,0.5806451612903226
2023-01-18,Signature Based,7.0,131000.0,131000.0,3,2023-01-18,2023,1,18,2,Wednesday,3,1,18,0,0.5806451612903226
2023-01-18,Snack,2.0,31000.0,31000.0,2,2023-01-18,2023,1,18,2,Wednesday,3,1,18,0,0.5806451612903226
2023-01-18,Tea Based,8.0,111000.0,111000.0,3,2023-01-18,2023,1,18,2,Wednesday,3,1,18,0,0.5806451612903226
2023-01-19,Coffee Based,1.0,21000.0,21000.0,1,2023-01-19,2023,1,19,3,Thursday,3,1,19,0,0.6129032258064516
2023-01-19,Espresso Based,7.0,84000.0,84000.0,1,2023-01-19,2023,1,19,3,Thursday,3,1,19,0,0.6129032258064516
2023-01-19,Signature Based,3.0,54000.0,54000.0,1,2023-01-19,2023,1,19,3,Thursday,3,1,19,0,0.6129032258064516
2023-01-19,Tea Based,2.0,27000.0,27000.0,2,2023-01-19,2023,1,19,3,Thursday,3,1,19,0,0.6129032258064516
2023-01-19,Toast,1.0,11000.0,11000.0,1,2023-01-19,2023,1,19,3,Thursday,3,1,19,0,0.6129032258064516
2023-01-20,Coffee Based,6.0,76000.0,76000.0,3,2023-01-20,2023,1,20,4,Friday,3,1,20,0,0.6451612903225806
2023-01-20,Espresso Based,4.0,70000.0,70000.0,3,2023-01-20,2023,1,20,4,Friday,3,1,20,0,0.6451612903225806
2023-01-20,Main Course,3.0,63000.0,63000.0,2,2023-01-20,2023,1,20,4,Friday,3,1,20,0,0.6451612903225806
2023-01-20,Mie,2.0,24000.0,24000.0,1,2023-01-20,2023,1,20,4,Friday,3,1,20,0,0.6451612903225806
